uvig_id,UViG ID,Genome Name,Total Scaffolds,Lineage,Viral OTUs,geNomad Score,UViG Topology,UViG Source,Quality,Length,EstimatedCompleteness,Total CDS Count,Total tRNA Count,EstimatedContamination,UViG Origin,Ecosystem,Predicted Host Lineage,Host Detection Method
IMGVR_UViG_3300029730_000254,IMGVR_UViG_3300029730_000254,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36666",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05148852,0.96,Provirus,Metagenome,High,57396,100,71,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029730_000296,IMGVR_UViG_3300029730_000296,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36666",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00747953,0.75,Provirus,Metagenome,Low,16828,18.89,16,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029731_000226,IMGVR_UViG_3300029731_000226,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37179",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02901931,0.68,Linear,Metagenome,Unsure,10468,NA,13,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029732_000146,IMGVR_UViG_3300029732_000146,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37878",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05148757,0.9,Linear,Metagenome,Unsure,24418,NA,28,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029732_000175,IMGVR_UViG_3300029732_000175,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37878",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01860510,0.84,Linear,Metagenome,Low,24538,8.71,31,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029732_000211,IMGVR_UViG_3300029732_000211,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37878",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02884399,0.66,Linear,Metagenome,Low,7813,11.87,8,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029732_000226,IMGVR_UViG_3300029732_000226,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37878",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05148834,0.78,Linear,Metagenome,Low,11265,14.93,14,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029732_000227,IMGVR_UViG_3300029732_000227,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37878",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02905671,0.94,Provirus,Metagenome,High,115598,100,140,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae;,CRISPR spacer match
IMGVR_UViG_3300029733_000109,IMGVR_UViG_3300029733_000109,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37172",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01750276,0.97,Linear,Metagenome,Low,23634,31,31,0,32.46,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029733_000212,IMGVR_UViG_3300029733_000212,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37172",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00690711,0.77,Linear,Metagenome,Low,6895,1.82,10,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029733_000287,IMGVR_UViG_3300029733_000287,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37172",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08595593,0.92,Provirus,Metagenome,Low,70506,48.56,83,1,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae;,CRISPR spacer match
IMGVR_UViG_3300029734_000147,IMGVR_UViG_3300029734_000147,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36981",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149005,0.89,Linear,Metagenome,Unsure,5650,NA,5,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029734_000158,IMGVR_UViG_3300029734_000158,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36981",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_04248042,0.82,Linear,Metagenome,Unsure,9055,NA,13,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300029734_000176,IMGVR_UViG_3300029734_000176,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36981",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05148986,0.79,Linear,Metagenome,Low,18486,22.62,19,1,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029734_000184,IMGVR_UViG_3300029734_000184,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36981",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149001,0.71,Linear,Metagenome,Unsure,6562,NA,8,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029734_000202,IMGVR_UViG_3300029734_000202,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36981",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01948423,0.69,Linear,Metagenome,Unsure,5532,NA,7,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029736_000193,IMGVR_UViG_3300029736_000193,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37198R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01671520,0.85,Linear,Metagenome,Low,40442,7.96,37,0,75.58,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Christensenellales;,k-mer match
IMGVR_UViG_3300029738_000228,IMGVR_UViG_3300029738_000228,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37264",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05107204,0.74,Linear,Metagenome,Unsure,6701,NA,7,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029739_000110,IMGVR_UViG_3300029739_000110,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37199",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05127718,0.96,Linear,Metagenome,Low,28282,46.65,28,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Christensenellales; f__CAG-74; g__Limiplasma;,k-mer match
IMGVR_UViG_3300029739_000257,IMGVR_UViG_3300029739_000257,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37199",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05198257,0.83,Provirus,Metagenome,Medium,52156,50.48,57,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Hungatella;,k-mer match
IMGVR_UViG_3300029739_000275,IMGVR_UViG_3300029739_000275,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37199",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08616418,0.83,Provirus,Metagenome,Low,25399,10.81,30,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029740_000171,IMGVR_UViG_3300029740_000171,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36158",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149663,0.95,Linear,Metagenome,Low,26770,49.96,29,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029740_000221,IMGVR_UViG_3300029740_000221,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36158",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02883617,0.87,Linear,Metagenome,Unsure,37389,NA,44,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes;,k-mer match
IMGVR_UViG_3300029741_000050,IMGVR_UViG_3300029741_000050,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37296R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149711,0.9,Linear,Metagenome,Low,8009,21.29,14,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__Flavonifractor;,CRISPR spacer match
IMGVR_UViG_3300029741_000197,IMGVR_UViG_3300029741_000197,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37296R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149734,0.69,Linear,Metagenome,Low,10613,17.5,11,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029741_000202,IMGVR_UViG_3300029741_000202,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37296R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00752179,0.65,Linear,Metagenome,Low,18936,14.71,23,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales;,k-mer match
IMGVR_UViG_3300029741_000225,IMGVR_UViG_3300029741_000225,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37296R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02884802,0.67,Provirus,Metagenome,High,119630,93.01,133,1,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Anaerostipes;,CRISPR spacer match
IMGVR_UViG_3300029742_000035,IMGVR_UViG_3300029742_000035,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36390",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05043598,0.94,Linear,Metagenome,Low,13091,24.49,16,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae; g__Ruminococcus;,k-mer match
IMGVR_UViG_3300029742_000150,IMGVR_UViG_3300029742_000150,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36390",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00263295,0.79,Linear,Metagenome,Low,27944,17.53,27,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029742_000152,IMGVR_UViG_3300029742_000152,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36390",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02923628,0.88,Linear,Metagenome,Low,8308,7.94,7,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029742_000159,IMGVR_UViG_3300029742_000159,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36390",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01944173,0.78,Linear,Metagenome,Low,19486,23.63,20,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300029742_000190,IMGVR_UViG_3300029742_000190,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36390",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149812,0.76,Linear,Metagenome,Low,14231,9.02,18,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029744_000033,IMGVR_UViG_3300029744_000033,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36674",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05137553,0.96,Linear,Metagenome,Low,17717,33.05,22,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029744_000191,IMGVR_UViG_3300029744_000191,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36674",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05108619,0.92,Linear,Metagenome,Low,10163,13.69,11,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029744_000198,IMGVR_UViG_3300029744_000198,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36674",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150044,0.94,Linear,Metagenome,Low,9087,4.5,8,0,20.17,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029744_000287,IMGVR_UViG_3300029744_000287,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36674",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150111,0.8,Linear,Metagenome,Unsure,4232,NA,6,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300029745_000199,IMGVR_UViG_3300029745_000199,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37176",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150131,0.91,Linear,Metagenome,Low,7499,8.04,7,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029745_000326,IMGVR_UViG_3300029745_000326,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37176",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149980,0.87,Provirus,Metagenome,Medium,42481,50.18,43,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Oscillospirales; f__CAG-272;,k-mer match
IMGVR_UViG_3300029745_000359,IMGVR_UViG_3300029745_000359,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37176",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08616519,0.92,Provirus,Metagenome,Low,8312,14.4,14,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Cyanobacteria;,k-mer match
IMGVR_UViG_3300029746_000115,IMGVR_UViG_3300029746_000115,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37136",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150354,0.97,Linear,Metagenome,Low,6464,17.64,11,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029746_000202,IMGVR_UViG_3300029746_000202,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37136",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02885463,0.87,Linear,Metagenome,Low,8683,12.27,11,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029748_000256,IMGVR_UViG_3300029748_000256,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37308R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150594,0.94,Linear,Metagenome,Unsure,7269,NA,7,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029748_000399,IMGVR_UViG_3300029748_000399,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37308R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05149663,0.94,Provirus,Metagenome,Medium,30977,58.29,34,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,;,
IMGVR_UViG_3300029749_000339,IMGVR_UViG_3300029749_000339,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37299R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00602457,0.83,Linear,Metagenome,Low,7680,11.58,11,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029749_000361,IMGVR_UViG_3300029749_000361,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37299R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05106947,0.81,Linear,Metagenome,Low,16359,35.41,8,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029749_000448,IMGVR_UViG_3300029749_000448,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37299R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00747048,0.76,Linear,Metagenome,Unsure,24224,NA,26,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes;,k-mer match
IMGVR_UViG_3300029749_000534,IMGVR_UViG_3300029749_000534,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_37299R1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_08585397,0.96,Provirus,Metagenome,Unsure,14361,NA,19,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029750_000116,IMGVR_UViG_3300029750_000116,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01468375,0.87,Linear,Metagenome,Low,23197,14.55,24,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029750_000123,IMGVR_UViG_3300029750_000123,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150940,0.83,Linear,Metagenome,Low,12459,15.24,13,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae;,k-mer match
IMGVR_UViG_3300029750_000138,IMGVR_UViG_3300029750_000138,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150945,0.79,Linear,Metagenome,Low,9573,13.07,12,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae;,k-mer match
IMGVR_UViG_3300029750_000146,IMGVR_UViG_3300029750_000146,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_01626915,0.84,Linear,Metagenome,Low,12094,17.22,15,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales;,k-mer match
IMGVR_UViG_3300029750_000176,IMGVR_UViG_3300029750_000176,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_05150946,0.64,Linear,Metagenome,Low,9400,9.55,8,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029750_000202,IMGVR_UViG_3300029750_000202,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 016_6_10_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02930238,0.95,Provirus,Metagenome,High,49530,99.91,65,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Megasphaeraceae; g__Megasphaera;,k-mer match
IMGVR_UViG_3300029752_000136,IMGVR_UViG_3300029752_000136,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 038_10_28_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_00746993,0.9,Linear,Metagenome,Low,13107,12.79,12,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_A; c__Clostridia;,k-mer match
IMGVR_UViG_3300029752_000139,IMGVR_UViG_3300029752_000139,"Human feces microbial communities from a cholera patient in hospital, Baltimore, Maryland, USA - 038_10_28_stool_1",1,r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes; ; ; ;,vOTU_02930238,0.92,Linear,Metagenome,Low,8195,16.75,9,0,0,geNomad v1.1.0,Host-associated; Mammals: Human; Digestive system; Large intestine,d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Megasphaeraceae;,k-mer match
