intronID,target_name,accession,query_name,accession_2,mdl,mdl_from,mdl_to,seq_from,seq_to,strand,trunc,pass,gc,bias,score,E-value,inc,description_of_target
IMGVR_UViG_3300047539_000151|3300047539|Ga0499400_4090_II_2556,IMGVR_UViG_3300047539_000151|3300047539|Ga0499400_4090,-,collapsed_g2,RF00029,cm,1,93,2556,4537,+,no,1,0.62,0.0,49.3,0.00061,!,-
IMGVR_UViG_3300047539_000171|3300047539|Ga0499400_1637|119-33691_II_18141,IMGVR_UViG_3300047539_000171|3300047539|Ga0499400_1637|119-33691,-,group-II-D1D4-3,RF02001,cm,1,171,18141,17972,-,no,1,0.59,0.1,116.1,1.4e-20,!,-
IMGVR_UViG_3300047543_000120|3300047543|Ga0485230_000166_II_4306,IMGVR_UViG_3300047543_000120|3300047543|Ga0485230_000166,-,Intron_gpII,RF00029,cm,1,93,4306,4230,-,no,1,0.47,0.0,53.7,5.1e-05,!,-
IMGVR_UViG_3300047553_000984|3300047553|Ga0485240_000012_II_38955,IMGVR_UViG_3300047553_000984|3300047553|Ga0485240_000012,-,Intron_gpII,RF00029,cm,1,93,38955,39033,+,no,1,0.58,0.0,49.0,0.00072,!,-
IMGVR_UViG_3300047565_000174|3300047565|Ga0485301_000035_II_20813,IMGVR_UViG_3300047565_000174|3300047565|Ga0485301_000035,-,group-II-D1D4-6,RF02005,cm,1,225,20813,20580,-,no,1,0.40,0.4,141.0,2.3e-37,!,-
IMGVR_UViG_3300047567_000061|3300047567|Ga0455823_0148|47319-108150_II_8189,IMGVR_UViG_3300047567_000061|3300047567|Ga0455823_0148|47319-108150,-,group-II-D1D4-3,RF02001,cm,1,171,8189,8017,-,no,1,0.51,0.1,137.9,6.3e-26,!,-
IMGVR_UViG_3300047576_000083|3300047576|Ga0499399_6732_II_18708,IMGVR_UViG_3300047576_000083|3300047576|Ga0499399_6732,-,group-II-D1D4-6,RF02005,cm,1,225,18708,18929,+,no,1,0.58,0.0,179.9,9.3e-50,!,-
IMGVR_UViG_3300047576_000102|3300047576|Ga0499399_0137|269354-287343_II_10193,IMGVR_UViG_3300047576_000102|3300047576|Ga0499399_0137|269354-287343,-,group-II-D1D4-6,RF02005,cm,1,225,10193,9969,-,no,1,0.63,1.1,143.5,3.7e-38,!,-
IMGVR_UViG_3300047613_000028|3300047613|Ga0491248_01103_II_2439,IMGVR_UViG_3300047613_000028|3300047613|Ga0491248_01103,-,group-II-D1D4-5,RF02004,cm,1,201,2439,2253,-,no,1,0.41,0.0,99.3,1.5e-17,!,-
IMGVR_UViG_3300047614_000076|3300047614|Ga0491318_02042_II_74,IMGVR_UViG_3300047614_000076|3300047614|Ga0491318_02042,-,collapsed_g2,RF00029,cm,1,88,74,2620,+,3',3,0.52,0.0,46.9,0.0023,!,-
IMGVR_UViG_3300047642_000031|3300047642|Ga0497317_003494_II_538,IMGVR_UViG_3300047642_000031|3300047642|Ga0497317_003494,-,group-II-D1D4-7,RF02012,cm,1,148,538,387,-,no,1,0.58,0.0,117.0,3.7e-19,!,-
IMGVR_UViG_3300047647_000011|3300047647|Ga0497297_002434_II_277,IMGVR_UViG_3300047647_000011|3300047647|Ga0497297_002434,-,collapsed_g2,RF00029,cm,1,93,277,2383,+,no,1,0.56,0.0,48.4,0.001,!,-
IMGVR_UViG_3300047650_000031|3300047650|Ga0497300_000067_II_1586,IMGVR_UViG_3300047650_000031|3300047650|Ga0497300_000067,-,group-II-D1D4-3,RF02001,cm,1,171,1586,1408,-,no,1,0.37,0.0,87.9,1.2e-13,!,-
IMGVR_UViG_3300047664_000014|3300047664|Ga0456500_000194_II_1398,IMGVR_UViG_3300047664_000014|3300047664|Ga0456500_000194,-,Intron_gpII,RF00029,cm,1,93,1398,1320,-,no,1,0.48,0.0,50.5,0.00031,!,-
IMGVR_UViG_3300048013_000492|3300048013|Ga0494163_0003821_II_5058,IMGVR_UViG_3300048013_000492|3300048013|Ga0494163_0003821,-,Intron_gpII,RF00029,cm,1,93,5058,4969,-,no,1,0.49,0.0,62.1,4.3e-07,!,-
IMGVR_UViG_3300048014_000026|3300048014|Ga0495318_0019438_II_7643,IMGVR_UViG_3300048014_000026|3300048014|Ga0495318_0019438,-,Intron_gpII,RF00029,cm,1,93,7643,7567,-,no,1,0.60,0.0,62.1,4.4e-07,!,-
IMGVR_UViG_3300048015_000287|3300048015|Ga0495319_0007831_II_13850,IMGVR_UViG_3300048015_000287|3300048015|Ga0495319_0007831,-,Intron_gpII,RF00029,cm,1,93,13850,13764,-,no,1,0.54,0.0,64.6,1e-07,!,-
IMGVR_UViG_3300048015_000335|3300048015|Ga0495319_0003771|1-40738_II_20071,IMGVR_UViG_3300048015_000335|3300048015|Ga0495319_0003771|1-40738,-,Intron_gpII,RF00029,cm,1,93,20071,19995,-,no,1,0.60,0.0,62.1,4.4e-07,!,-
IMGVR_UViG_3300048041_000006|3300048041|Ga0497331_004910_II_48,IMGVR_UViG_3300048041_000006|3300048041|Ga0497331_004910,-,group-II-D1D4-5,RF02004,cm,1,48,48,1,-,3',3,0.46,0.0,46.2,0.00057,!,-
IMGVR_UViG_3300048044_000038|3300048044|Ga0497337_000627_II_2976,IMGVR_UViG_3300048044_000038|3300048044|Ga0497337_000627,-,collapsed_g2,RF01998,cm,1,84,2976,3028,-,no,1,0.51,0.0,73.8,8.3e-09,!,-
IMGVR_UViG_3300048069_000015|3300048069|Ga0497330_001661_II_833,IMGVR_UViG_3300048069_000015|3300048069|Ga0497330_001661,-,Intron_gpII,RF00029,cm,1,93,833,737,-,no,1,0.51,0.0,60.3,1.2e-06,!,-
IMGVR_UViG_3300048503_000086|3300048503|Ga0499402_0973_II_18580,IMGVR_UViG_3300048503_000086|3300048503|Ga0499402_0973,-,Intron_gpII,RF00029,cm,1,93,18580,18673,+,no,1,0.62,0.0,54.4,3.4e-05,!,-
IMGVR_UViG_3300048512_000007|3300048512|Ga0334749_000850_II_1549,IMGVR_UViG_3300048512_000007|3300048512|Ga0334749_000850,-,Intron_gpII,RF00029,cm,1,93,1549,1473,-,no,1,0.66,0.0,59.5,1.9e-06,!,-
IMGVR_UViG_3300048516_000001|3300048516|Ga0334762_000001_II_82205,IMGVR_UViG_3300048516_000001|3300048516|Ga0334762_000001,-,Intron_gpII,RF00029,cm,1,93,82205,82128,-,no,1,0.53,0.0,57.1,7.4e-06,!,-
IMGVR_UViG_3300048574_000225|3300048574|Ga0498941_021598_II_5334,IMGVR_UViG_3300048574_000225|3300048574|Ga0498941_021598,-,Intron_gpII,RF00029,cm,1,93,5334,5245,-,no,1,0.59,0.0,55.4,1.9e-05,!,-
IMGVR_UViG_3300048589_001282|3300048589|Ga0498927_0035846_II_7362,IMGVR_UViG_3300048589_001282|3300048589|Ga0498927_0035846,-,Intron_gpII,RF00029,cm,1,93,7362,7290,-,no,1,0.68,0.0,46.3,0.0032,!,-
IMGVR_UViG_3300048589_001631|3300048589|Ga0498927_0000880|46605-78615_II_26079,IMGVR_UViG_3300048589_001631|3300048589|Ga0498927_0000880|46605-78615,-,Intron_gpII,RF00029,cm,1,93,26079,26175,+,no,1,0.58,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_3300048590_001133|3300048590|Ga0498928_0026037_II_7362,IMGVR_UViG_3300048590_001133|3300048590|Ga0498928_0026037,-,Intron_gpII,RF00029,cm,1,93,7362,7290,-,no,1,0.68,0.0,46.3,0.0032,!,-
IMGVR_UViG_3300048591_001082|3300048591|Ga0498929_0003780_II_29,IMGVR_UViG_3300048591_001082|3300048591|Ga0498929_0003780,-,Intron_gpII,RF00029,cm,1,93,29,126,+,no,1,0.63,0.0,62.2,4e-07,!,-
IMGVR_UViG_3300048591_001473|3300048591|Ga0498929_0054298_II_4429,IMGVR_UViG_3300048591_001473|3300048591|Ga0498929_0054298,-,Intron_gpII,RF00029,cm,1,93,4429,4357,-,no,1,0.68,0.0,46.3,0.0032,!,-
IMGVR_UViG_3300048591_001658|3300048591|Ga0498929_0000720|15412-77352_II_60826,IMGVR_UViG_3300048591_001658|3300048591|Ga0498929_0000720|15412-77352,-,group-II-D1D4-3,RF02001,cm,1,171,60826,60656,-,no,1,0.63,4.0,106.0,4.3e-18,!,-
IMGVR_UViG_3300048592_001143|3300048592|Ga0498931_0028216_II_166,IMGVR_UViG_3300048592_001143|3300048592|Ga0498931_0028216,-,group-II-D1D4-3,RF02001,cm,1,171,166,1,-,no,1,0.58,2.0,90.9,2.2e-14,!,-
IMGVR_UViG_3300048592_001340|3300048592|Ga0498931_0014268_II_8073,IMGVR_UViG_3300048592_001340|3300048592|Ga0498931_0014268,-,collapsed_g2,RF02003,cm,1,138,8073,7962,-,no,1,0.59,0.0,41.9,0.0099,!,-
IMGVR_UViG_3300048598_000348|3300048598|Ga0498939_031709_II_674,IMGVR_UViG_3300048598_000348|3300048598|Ga0498939_031709,-,collapsed_g2,RF00029,cm,1,93,674,3071,-,no,1,0.48,0.0,52.1,0.00012,!,-
IMGVR_UViG_3300048600_000085|3300048600|Ga0491254_03189_II_405,IMGVR_UViG_3300048600_000085|3300048600|Ga0491254_03189,-,collapsed_g2,RF00029,cm,1,93,405,2015,-,no,1,0.51,0.0,52.3,0.00011,!,-
IMGVR_UViG_3300048609_000070|3300048609|Ga0483991_000002_II_82450,IMGVR_UViG_3300048609_000070|3300048609|Ga0483991_000002,-,collapsed_g2,RF01998,cm,1,84,82450,82466,-,no,1,0.67,2.1,48.9,0.0039,!,-
IMGVR_UViG_3300048659_000032|3300048659|Ga0334730_003680_II_2720,IMGVR_UViG_3300048659_000032|3300048659|Ga0334730_003680,-,Intron_gpII,RF00029,cm,1,93,2720,2796,+,no,1,0.66,0.0,59.5,1.9e-06,!,-
IMGVR_UViG_3300048697_000008|3300048697|Ga0494083_00239_II_1383,IMGVR_UViG_3300048697_000008|3300048697|Ga0494083_00239,-,group-II-D1D4-3,RF02001,cm,1,171,1383,1554,+,no,1,0.48,0.1,110.8,2.8e-19,!,-
IMGVR_UViG_3300048698_000011|3300048698|Ga0494084_00173_II_1899,IMGVR_UViG_3300048698_000011|3300048698|Ga0494084_00173,-,group-II-D1D4-3,RF02001,cm,1,171,1899,1728,-,no,1,0.48,0.1,110.8,2.8e-19,!,-
IMGVR_UViG_3300048701_000170|3300048701|Ga0494087_005747_II_877,IMGVR_UViG_3300048701_000170|3300048701|Ga0494087_005747,-,group-II-D1D4-3,RF02001,cm,1,171,877,706,-,no,1,0.48,0.2,109.9,4.8e-19,!,-
IMGVR_UViG_3300048705_000046|3300048705|Ga0494091_000424_II_2602,IMGVR_UViG_3300048705_000046|3300048705|Ga0494091_000424,-,group-II-D1D4-3,RF02001,cm,1,171,2602,2431,-,no,1,0.48,0.2,109.9,4.8e-19,!,-
IMGVR_UViG_3300048706_000024|3300048706|Ga0494092_001097_II_1438,IMGVR_UViG_3300048706_000024|3300048706|Ga0494092_001097,-,group-II-D1D4-3,RF02001,cm,1,171,1438,1609,+,no,1,0.47,0.3,111.8,1.7e-19,!,-
IMGVR_UViG_3300048710_000011|3300048710|Ga0456575_000529_II_2383,IMGVR_UViG_3300048710_000011|3300048710|Ga0456575_000529,-,Intron_gpII,RF00029,cm,1,93,2383,2443,+,no,1,0.62,0.0,48.3,0.001,!,-
IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482_II_570,IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482,-,Intron_gpII,RF00029,cm,1,93,570,647,+,no,1,0.58,0.0,44.7,0.008,!,-
IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482_II_747,IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482,-,group-II-D1D4-4,RF02003,cm,1,138,747,889,+,no,1,0.59,0.0,98.2,7.6e-17,!,-
IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482_II_756,IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482,-,group-II-D1D4-6,RF02005,cm,1,225,756,1039,+,no,1,0.57,0.1,50.0,2.4e-08,!,-
IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482_II_2614,IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482,-,group-II-D1D4-2,RF01999,cm,1,118,2614,2733,+,no,1,0.65,0.1,103.6,3.5e-17,!,-
IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482_II_4343,IMGVR_UViG_3300048759_000243|3300048759|Ga0395697_0009482,-,collapsed_g2,RF00029,cm,1,93,4343,6058,+,no,1,0.61,0.0,52.5,0.0001,!,-
IMGVR_UViG_3300048777_000394|3300048777|Ga0494745_003631_II_51,IMGVR_UViG_3300048777_000394|3300048777|Ga0494745_003631,-,Intron_gpII,RF00029,cm,1,93,51,127,+,no,1,0.60,0.0,61.1,7.6e-07,!,-
IMGVR_UViG_3300048784_000323|3300048784|Ga0395696_007972_II_881,IMGVR_UViG_3300048784_000323|3300048784|Ga0395696_007972,-,group-II-D1D4-4,RF02003,cm,1,138,881,992,+,no,1,0.53,0.0,50.8,5.6e-05,!,-
IMGVR_UViG_3300048785_000171|3300048785|Ga0494710_004556_II_1025,IMGVR_UViG_3300048785_000171|3300048785|Ga0494710_004556,-,group-II-D1D4-4,RF02003,cm,1,138,1025,888,-,no,1,0.56,0.0,112.2,2.4e-20,!,-
IMGVR_UViG_3300048795_000091|3300048795|Ga0495371_0002272|2-11778_II_817,IMGVR_UViG_3300048795_000091|3300048795|Ga0495371_0002272|2-11778,-,group-II-D1D4-6,RF02005,cm,1,225,817,1041,+,no,1,0.63,1.1,143.5,3.7e-38,!,-
IMGVR_UViG_3300048796_000224|3300048796|Ga0495372_0007499_II_5878,IMGVR_UViG_3300048796_000224|3300048796|Ga0495372_0007499,-,group-II-D1D4-3,RF02001,cm,1,171,5878,6047,+,no,1,0.62,0.4,132.7,1.2e-24,!,-
IMGVR_UViG_3300048809_000133|3300048809|Ga0495388_0004748_II_12310,IMGVR_UViG_3300048809_000133|3300048809|Ga0495388_0004748,-,Intron_gpII,RF00029,cm,1,93,12310,12235,-,no,1,0.59,0.0,52.7,9e-05,!,-
IMGVR_UViG_3300048809_000162|3300048809|Ga0495388_0002514_II_100,IMGVR_UViG_3300048809_000162|3300048809|Ga0495388_0002514,-,group-II-D1D4-4,RF02003,cm,1,99,100,1,-,3',3,0.63,0.0,75.6,3.5e-11,!,-
IMGVR_UViG_3300048810_000105|3300048810|Ga0495389_004401_II_59,IMGVR_UViG_3300048810_000105|3300048810|Ga0495389_004401,-,collapsed_g2,RF00029,cm,1,93,59,658,+,no,1,0.59,0.0,52.5,9.6e-05,!,-
IMGVR_UViG_3300048813_000396|3300048813|Ga0495392_011305_II_2568,IMGVR_UViG_3300048813_000396|3300048813|Ga0495392_011305,-,group-II-D1D4-6,RF02005,cm,1,225,2568,2394,-,no,1,0.62,0.1,86.1,7.4e-20,!,-
IMGVR_UViG_3300048813_000403|3300048813|Ga0495392_007890_II_9025,IMGVR_UViG_3300048813_000403|3300048813|Ga0495392_007890,-,group-II-D1D4-4,RF02003,cm,1,95,9025,9123,+,3',3,0.57,0.0,49.9,9.5e-05,!,-
IMGVR_UViG_3300048815_000031|3300048815|Ga0495394_0010548_II_833,IMGVR_UViG_3300048815_000031|3300048815|Ga0495394_0010548,-,group-II-D1D4-6,RF02005,cm,1,225,833,609,-,no,1,0.63,1.1,143.5,3.7e-38,!,-
IMGVR_UViG_3300048820_000167|3300048820|Ga0495399_004082_II_12773,IMGVR_UViG_3300048820_000167|3300048820|Ga0495399_004082,-,Intron_gpII,RF00029,cm,1,93,12773,12697,-,no,1,0.60,0.0,61.1,7.6e-07,!,-
IMGVR_UViG_3300048821_000262|3300048821|Ga0495401_012391_II_680,IMGVR_UViG_3300048821_000262|3300048821|Ga0495401_012391,-,collapsed_g2,RF02003,cm,1,138,680,549,-,no,1,0.60,0.0,108.1,2.6e-19,!,-
IMGVR_UViG_3300048826_000112|3300048826|Ga0495408_006563_II_9034,IMGVR_UViG_3300048826_000112|3300048826|Ga0495408_006563,-,group-II-D1D4-4,RF02003,cm,1,71,9034,9105,+,3',3,0.62,0.0,43.0,0.005,!,-
IMGVR_UViG_3300048827_000197|3300048827|Ga0495409_009888_II_1952,IMGVR_UViG_3300048827_000197|3300048827|Ga0495409_009888,-,collapsed_g2,RF00029,cm,1,93,1952,3816,+,no,1,0.57,0.0,55.4,1.9e-05,!,-
IMGVR_UViG_3300048827_000254|3300048827|Ga0495409_007278_II_8941,IMGVR_UViG_3300048827_000254|3300048827|Ga0495409_007278,-,group-II-D1D4-6,RF02005,cm,1,225,8941,8723,-,no,1,0.58,0.0,171.3,4.9e-47,!,-
IMGVR_UViG_3300048834_001177|3300048834|Ga0498918_0026749_II_3787,IMGVR_UViG_3300048834_001177|3300048834|Ga0498918_0026749,-,Intron_gpII,RF00029,cm,1,93,3787,3690,-,no,1,0.63,0.0,62.2,4e-07,!,-
IMGVR_UViG_3300048835_000817|3300048835|Ga0498919_0007169_II_7072,IMGVR_UViG_3300048835_000817|3300048835|Ga0498919_0007169,-,Intron_gpII,RF00029,cm,1,93,7072,7168,+,no,1,0.58,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_3300048835_001008|3300048835|Ga0498919_0000374|3-27269_II_7052,IMGVR_UViG_3300048835_001008|3300048835|Ga0498919_0000374|3-27269,-,collapsed_g2,RF01998,cm,1,84,7052,7434,+,no,1,0.54,0.0,53.7,0.00032,!,-
IMGVR_UViG_3300048836_000391|3300048836|Ga0498920_0023735_II_7398,IMGVR_UViG_3300048836_000391|3300048836|Ga0498920_0023735,-,Intron_gpII,RF00029,cm,1,93,7398,7494,+,no,1,0.57,0.0,56.5,1e-05,!,-
IMGVR_UViG_3300048836_000960|3300048836|Ga0498920_0026432_II_7362,IMGVR_UViG_3300048836_000960|3300048836|Ga0498920_0026432,-,Intron_gpII,RF00029,cm,1,93,7362,7290,-,no,1,0.68,0.0,46.3,0.0032,!,-
IMGVR_UViG_3300048836_001184|3300048836|Ga0498920_0000322|122379-150518_II_19922,IMGVR_UViG_3300048836_001184|3300048836|Ga0498920_0000322|122379-150518,-,collapsed_g2,RF01998,cm,1,84,19922,19981,-,no,1,0.54,0.0,53.7,0.00032,!,-
IMGVR_UViG_3300048836_001187|3300048836|Ga0498920_0002327|10595-42299_II_18462,IMGVR_UViG_3300048836_001187|3300048836|Ga0498920_0002327|10595-42299,-,Intron_gpII,RF00029,cm,1,93,18462,18366,-,no,1,0.58,0.0,53.8,4.8e-05,!,-
IMGVR_UViG_3300048837_000149|3300048837|Ga0498921_0049270_II_2473,IMGVR_UViG_3300048837_000149|3300048837|Ga0498921_0049270,-,group-II-D1D4-6,RF02005,cm,1,225,2473,2690,+,no,1,0.57,0.0,35.9,0.00072,!,-
IMGVR_UViG_3300048837_002062|3300048837|Ga0498921_0047026_II_139,IMGVR_UViG_3300048837_002062|3300048837|Ga0498921_0047026,-,Intron_gpII,RF00029,cm,1,93,139,211,+,no,1,0.68,0.0,46.3,0.0032,!,-
IMGVR_UViG_3300048848_000201|3300048848|Ga0496057_0001569|14064-32613_II_16440,IMGVR_UViG_3300048848_000201|3300048848|Ga0496057_0001569|14064-32613,-,Intron_gpII,RF00029,cm,1,93,16440,16374,-,no,1,0.43,0.0,54.7,2.8e-05,!,-
IMGVR_UViG_3300048851_000238|3300048851|Ga0496060_000444|8469-53104_II_4031,IMGVR_UViG_3300048851_000238|3300048851|Ga0496060_000444|8469-53104,-,collapsed_g2,RF00029,cm,1,93,4031,5462,-,no,1,0.58,0.0,45.3,0.0058,!,-
IMGVR_UViG_3300048881_000759|3300048881|Ga0496661_0002764_II_10466,IMGVR_UViG_3300048881_000759|3300048881|Ga0496661_0002764,-,Intron_gpII,RF00029,cm,1,93,10466,10378,-,no,1,0.60,0.0,61.6,5.7e-07,!,-
IMGVR_UViG_3300048888_000098|3300048888|Ga0496084_0013181_II_2066,IMGVR_UViG_3300048888_000098|3300048888|Ga0496084_0013181,-,group-II-D1D4-3,RF02001,cm,1,171,2066,1895,-,no,1,0.70,13.4,45.8,0.0026,!,-
IMGVR_UViG_3300048891_000102|3300048891|Ga0496087_0004937_II_5545,IMGVR_UViG_3300048891_000102|3300048891|Ga0496087_0004937,-,group-II-D1D4-3,RF02001,cm,1,171,5545,5714,+,no,1,0.56,0.0,134.5,4.3e-25,!,-
IMGVR_UViG_3300048915_000269|3300048915|Ga0496112_0003498_II_112,IMGVR_UViG_3300048915_000269|3300048915|Ga0496112_0003498,-,collapsed_g2,RF02003,cm,1,138,112,22,-,no,1,0.61,0.0,46.4,0.00072,!,-
IMGVR_UViG_3300048919_000548|3300048919|Ga0496116_0000163|93275-133821_II_33067,IMGVR_UViG_3300048919_000548|3300048919|Ga0496116_0000163|93275-133821,-,Intron_gpII,RF00029,cm,1,93,33067,33152,+,no,1,0.57,0.0,49.2,0.00064,!,-
IMGVR_UViG_3300048958_000051|3300048958|Ga0497464_00234_II_36,IMGVR_UViG_3300048958_000051|3300048958|Ga0497464_00234,-,group-II-D1D4-7,RF02012,cm,1,148,36,184,+,no,1,0.41,0.0,61.1,2.8e-06,!,-
IMGVR_UViG_3300048987_000032|3300048987|Ga0467049_0000826|2848-17852_II_5617,IMGVR_UViG_3300048987_000032|3300048987|Ga0467049_0000826|2848-17852,-,Intron_gpII,RF00029,cm,1,93,5617,5541,-,no,1,0.43,0.0,57.9,4.7e-06,!,-
IMGVR_UViG_3300048991_000037|3300048991|Ga0497427_00161_II_117,IMGVR_UViG_3300048991_000037|3300048991|Ga0497427_00161,-,Intron_gpII,RF00029,cm,1,93,117,36,-,no,1,0.54,0.0,63.1,2.4e-07,!,-
IMGVR_UViG_3300049003_000074|3300049003|Ga0494388_0005254_II_2806,IMGVR_UViG_3300049003_000074|3300049003|Ga0494388_0005254,-,Intron_gpII,RF00029,cm,1,93,2806,2882,+,no,1,0.42,0.0,58.4,3.6e-06,!,-
IMGVR_UViG_3300049003_000112|3300049003|Ga0494388_0003426_II_3479,IMGVR_UViG_3300049003_000112|3300049003|Ga0494388_0003426,-,Intron_gpII,RF00029,cm,1,93,3479,3405,-,no,1,0.51,0.0,62.5,3.5e-07,!,-
IMGVR_UViG_3300049004_000076|3300049004|Ga0494390_0011237_II_2021,IMGVR_UViG_3300049004_000076|3300049004|Ga0494390_0011237,-,group-II-D1D4-7,RF02012,cm,1,148,2021,2156,+,no,1,0.38,0.0,46.8,0.0056,!,-
IMGVR_UViG_3300049004_000076|3300049004|Ga0494390_0011237_II_5241,IMGVR_UViG_3300049004_000076|3300049004|Ga0494390_0011237,-,Intron_gpII,RF00029,cm,1,93,5241,5315,+,no,1,0.49,0.0,49.1,0.00067,!,-
IMGVR_UViG_3300049004_000090|3300049004|Ga0494390_0013267_II_5167,IMGVR_UViG_3300049004_000090|3300049004|Ga0494390_0013267,-,Intron_gpII,RF00029,cm,1,93,5167,5243,+,no,1,0.42,0.0,58.4,3.6e-06,!,-
IMGVR_UViG_3300049087_000176|3300049087|Ga0502121_001773_II_2464,IMGVR_UViG_3300049087_000176|3300049087|Ga0502121_001773,-,Intron_gpII,RF00029,cm,1,93,2464,2575,+,no,1,0.56,0.0,57.4,6.3e-06,!,-
IMGVR_UViG_3300049091_000072|3300049091|Ga0494093_003072_II_1859,IMGVR_UViG_3300049091_000072|3300049091|Ga0494093_003072,-,Intron_gpII,RF00029,cm,1,93,1859,1760,-,no,1,0.45,0.0,45.6,0.005,!,-
IMGVR_UViG_3300049167_000171|3300049167|Ga0494668_007161_II_1185,IMGVR_UViG_3300049167_000171|3300049167|Ga0494668_007161,-,group-II-D1D4-6,RF02005,cm,1,225,1185,949,-,no,1,0.46,0.0,159.4,3.1e-43,!,-
IMGVR_UViG_3300049169_000066|3300049169|Ga0494675_000112|2-41694_II_51,IMGVR_UViG_3300049169_000066|3300049169|Ga0494675_000112|2-41694,-,Intron_gpII,RF00029,cm,1,93,51,125,+,no,1,0.73,0.2,49.8,0.00046,!,-
IMGVR_UViG_3300049214_000190|3300049214|Ga0495356_0019357_II_5156,IMGVR_UViG_3300049214_000190|3300049214|Ga0495356_0019357,-,Intron_gpII,RF00029,cm,1,93,5156,5087,-,no,1,0.67,0.0,45.8,0.0042,!,-
IMGVR_UViG_3300049215_000046|3300049215|Ga0495309_0007964_II_16587,IMGVR_UViG_3300049215_000046|3300049215|Ga0495309_0007964,-,Intron_gpII,RF00029,cm,1,93,16587,16663,+,no,1,0.60,0.0,62.1,4.4e-07,!,-
IMGVR_UViG_3300049215_000355|3300049215|Ga0495309_0041257_II_5196,IMGVR_UViG_3300049215_000355|3300049215|Ga0495309_0041257,-,group-II-D1D4-4,RF02003,cm,1,138,5196,5063,-,no,1,0.63,1.3,43.7,0.0034,!,-
IMGVR_UViG_3300049217_000041|3300049217|Ga0495316_0040936_II_5007,IMGVR_UViG_3300049217_000041|3300049217|Ga0495316_0040936,-,Intron_gpII,RF00029,cm,1,93,5007,4931,-,no,1,0.60,0.0,62.1,4.4e-07,!,-
IMGVR_UViG_3300049255_000552|3300049255|Ga0495315_0004434|9642-50865_II_20557,IMGVR_UViG_3300049255_000552|3300049255|Ga0495315_0004434|9642-50865,-,Intron_gpII,RF00029,cm,1,93,20557,20481,-,no,1,0.60,0.0,62.1,4.4e-07,!,-
IMGVR_UViG_3300049259_000312|3300049259|Ga0494396_0009272_II_1,IMGVR_UViG_3300049259_000312|3300049259|Ga0494396_0009272,-,group-II-D1D4-3,RF02001,cm,68,171,1,102,+,5',2,0.61,0.0,46.4,0.0018,!,-
IMGVR_UViG_3300049259_000314|3300049259|Ga0494396_0023739_II_5859,IMGVR_UViG_3300049259_000314|3300049259|Ga0494396_0023739,-,Intron_gpII,RF00029,cm,1,93,5859,5935,+,no,1,0.42,0.0,58.4,3.6e-06,!,-
IMGVR_UViG_3300049259_000356|3300049259|Ga0494396_0046644_II_2016,IMGVR_UViG_3300049259_000356|3300049259|Ga0494396_0046644,-,group-II-D1D4-7,RF02012,cm,1,148,2016,2151,+,no,1,0.38,0.0,46.8,0.0056,!,-
IMGVR_UViG_3300049260_000041|3300049260|Ga0494397_0003442_II_1036,IMGVR_UViG_3300049260_000041|3300049260|Ga0494397_0003442,-,Intron_gpII,RF00029,cm,1,93,1036,1110,+,no,1,0.49,0.0,64.4,1.2e-07,!,-
IMGVR_UViG_3300049260_000044|3300049260|Ga0494397_0002430_II_1142,IMGVR_UViG_3300049260_000044|3300049260|Ga0494397_0002430,-,Intron_gpII,RF00029,cm,1,93,1142,1066,-,no,1,0.42,0.0,58.4,3.6e-06,!,-
IMGVR_UViG_3300049260_000053|3300049260|Ga0494397_0002504|2653-7308_II_203,IMGVR_UViG_3300049260_000053|3300049260|Ga0494397_0002504|2653-7308,-,Intron_gpII,RF00029,cm,1,93,203,129,-,no,1,0.49,0.0,49.1,0.00067,!,-
IMGVR_UViG_3300049260_000053|3300049260|Ga0494397_0002504|2653-7308_II_3423,IMGVR_UViG_3300049260_000053|3300049260|Ga0494397_0002504|2653-7308,-,group-II-D1D4-7,RF02012,cm,1,148,3423,3288,-,no,1,0.38,0.0,46.8,0.0056,!,-
IMGVR_UViG_3300049260_000056|3300049260|Ga0494397_0008026_II_2377,IMGVR_UViG_3300049260_000056|3300049260|Ga0494397_0008026,-,Intron_gpII,RF00029,cm,1,93,2377,2453,+,no,1,0.44,0.0,59.6,1.8e-06,!,-
IMGVR_UViG_3300049324_000069|3300049324|Ga0497583_0003630_II_1589,IMGVR_UViG_3300049324_000069|3300049324|Ga0497583_0003630,-,Intron_gpII,RF00029,cm,1,93,1589,1672,+,no,1,0.46,0.0,61.0,8.2e-07,!,-
