gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP133956.1_1532	1625500	1626327	828	-1	0.454	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1533	1626320	1627189	870	-1	0.462	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1534	1627189	1627404	216	-1	0.417	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1535	1627382	1628722	1341	-1	0.463	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1536	1629006	1629860	855	-1	0.489	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1537	1629857	1630711	855	-1	0.453	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1538	1630823	1632517	1695	-1	0.440	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1539	1632961	1633698	738	-1	0.489	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1540	1633700	1634383	684	-1	0.443	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1541	1634725	1635663	939	1	0.510	11	AGGAG	GENOMAD.089557.VV	1.779e-13	74	0	0	0	2561	Caudoviricetes	NA	NA	K03987	NA
CP133956.1_1542	1636145	1636375	231	-1	0.377	11	AGGAG	GENOMAD.031369.CC	1.742e-41	146	0	0	0	1	NA	NA	NA	PF08796;COG4703	Uncharacterized protein YkuJ, DUF1797 family
CP133956.1_1543	1636657	1638909	2253	1	0.461	11	GGAGG	GENOMAD.146343.VC	7.51e-32	137	0	0	0	2561	Caudoviricetes	NA	NA	PF01637;K03697;TIGR02639;COG0542	ATP-dependent Clp protease ATP-binding subunit clpA
CP133956.1_1544	1639057	1639506	450	1	0.460	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1545	1639568	1639870	303	1	0.413	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1546	1640348	1643146	2799	-1	0.446	11	AGGAG	GENOMAD.084255.CV	6.125e-21	102	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1547	1643417	1644172	756	-1	0.427	11	AGGAG	GENOMAD.087808.CP	3.241e-137	432	0	0	0	1	NA	NA	NA	PF05103;K04074;COG3599;TIGR03544	Cell division septum initiation DivIVA, interacts with FtsZ, MinD and other proteins
CP133956.1_1548	1644182	1644976	795	-1	0.386	11	GGA/GAG/AGG	GENOMAD.001378.CC	5.965e-45	166	0	0	0	1	NA	NA	NA	PF17774;TIGR03069;COG2302	photosystem II S4 domain protein
CP133956.1_1549	1644973	1645230	258	-1	0.384	11	GGA/GAG/AGG	GENOMAD.000846.CC	3.002e-10	57	0	0	0	1	NA	NA	NA	PF02325;COG0762	Uncharacterized conserved protein YggT, Ycf19 family
CP133956.1_1550	1645235	1645897	663	-1	0.428	11	GGAG/GAGG	GENOMAD.108374.CV	3.343e-87	286	0	0	0	1	NA	NA	NA	PF04472;COG2450	Predicted archaeal cell division protein, SepF homolog, DUF552 family
CP133956.1_1551	1645910	1646584	675	-1	0.372	11	None	GENOMAD.113319.CP	2.718e-36	139	0	0	0	1	NA	NA	NA	PF01168;K06997;TIGR00044;COG0325	pyridoxal phosphate enzyme, YggS family
CP133956.1_1552	1646584	1647912	1329	-1	0.457	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1553	1647936	1649300	1365	-1	0.451	11	GGAG/GAGG	GENOMAD.000049.CC	9.929e-61	220	0	0	0	1	NA	NA	NA	PF08841;TIGR01174;COG0849;K02662	cell division protein FtsA
CP133956.1_1554	1649512	1650702	1191	-1	0.448	11	AGGA	GENOMAD.012715.CC	6.315e-49	183	0	0	0	1	NA	NA	NA	COG1589;K03589	Cell division septal protein FtsQ
CP133956.1_1555	1650703	1651785	1083	-1	0.437	11	AGGAG	GENOMAD.104691.CP	1.149e-194	604	0	0	0	1	NA	NA	NA	PF04007;K02563;TIGR01133;COG0707	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
CP133956.1_1556	1651782	1653143	1362	-1	0.449	11	GGA/GAG/AGG	GENOMAD.026535.CC	2.892e-42	165	1	0	0	2561	Caudoviricetes	NA	NA	PF08245;PF01225;K01925;TIGR01087;COG0773	UDP-N-acetylmuramoylalanine--D-glutamate ligase
CP133956.1_1557	1653289	1653543	255	-1	0.388	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1558	1653625	1655466	1842	-1	0.440	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1559	1655862	1656242	381	-1	0.430	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1560	1656252	1657223	972	-1	0.463	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1561	1657198	1657458	261	-1	0.360	11	None	GENOMAD.015482.CC	2.805e-11	60	0	0	0	1	NA	NA	NA	PF06014;COG4483	Bacterial protein of unknown function (DUF910)
CP133956.1_1562	1657804	1658334	531	-1	0.409	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1563	1658542	1659183	642	1	0.411	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1564	1659616	1660698	1083	-1	0.433	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1565	1660702	1661316	615	-1	0.403	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1566	1661878	1662915	1038	-1	0.429	11	GGAG/GAGG	GENOMAD.168216.CP	7.751e-17	85	0	0	0	1	NA	NA	NA	COG0606;TIGR01000	Predicted ATPase with chaperone activity
CP133956.1_1567	1662893	1663393	501	-1	0.427	11	GGA/GAG/AGG	GENOMAD.146620.VC	0.000242	43	0	0	0	1	NA	NA	NA	PF08218;TIGR00482;COG1057;K00954	nicotinate (nicotinamide) nucleotide adenylyltransferase
CP133956.1_1568	1663383	1663922	540	-1	0.443	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1569	1664094	1665086	993	-1	0.446	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1570	1665306	1666256	951	-1	0.441	11	AGGAG	GENOMAD.126878.CP	3.839e-96	317	0	0	0	1	NA	NA	NA	TIGR00746;COG0549;K00930	carbamate kinase
CP133956.1_1571	1666274	1667605	1332	-1	0.454	11	AGGAGG	GENOMAD.121447.CV	4.715e-17	87	0	0	0	2561	Caudoviricetes	NA	NA	PF01546;TIGR01887;K01439;COG0624	dipeptidase, putative
CP133956.1_1572	1667622	1669115	1494	-1	0.418	11	GGAG/GAGG	GENOMAD.154541.CP	1.361e-252	779	0	0	0	1	NA	NA	NA	COG1288	Uncharacterized membrane protein YfcC, ion transporter superfamily
CP133956.1_1573	1669277	1670290	1014	-1	0.431	11	AGGAG	GENOMAD.121924.CP	5.404e-48	178	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1574	1670305	1670736	432	-1	0.447	11	AGGAG	GENOMAD.127019.CP	0.0001473	43	0	0	0	1	NA	NA	NA	PF00765;TIGR04045;COG2153;K02348	putative N-acetyltransferase, MSMEG_0567 N-terminal domain family
CP133956.1_1575	1670746	1671981	1236	-1	0.426	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1576	1672250	1672930	681	-1	0.401	11	AGGAG	GENOMAD.130629.CP	0.0005758	43	0	0	0	1	NA	NA	NA	PF15977;PF00027;K15861;TIGR03697;COG0664	global nitrogen regulator NtcA, cyanobacterial
CP133956.1_1577	1673071	1673544	474	1	0.416	11	GGA/GAG/AGG	GENOMAD.117072.CP	3.044e-13	69	0	0	0	1	NA	NA	NA	PF02863;TIGR01529;K03402;COG1438	arginine repressor
CP133956.1_1578	1674054	1674404	351	-1	0.393	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1579	1674801	1675505	705	-1	0.445	11	AGGAG	GENOMAD.140715.CP	4.403e-19	89	0	0	0	1	NA	NA	NA	PF03483;COG3382	B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase)
CP133956.1_1580	1675520	1676608	1089	-1	0.432	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1581	1676647	1678365	1719	-1	0.442	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1582	1678362	1679102	741	-1	0.394	11	AGGAG	GENOMAD.124526.CP	0.0006998	43	0	0	0	1	NA	NA	NF000402	PF16968;K18941;TIGR02915;COG4567	PEP-CTERM-box response regulator transcription factor
CP133956.1_1583	1679370	1680482	1113	-1	0.421	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1584	1680500	1681150	651	-1	0.375	11	AGGAG	GENOMAD.129491.CP	3.203e-10	62	0	0	0	1	NA	NA	NA	PF00578;TIGR01626;COG3054;K02199	conserved hypothetical protein YtfJ-family, TIGR01626
CP133956.1_1585	1681164	1681874	711	-1	0.383	11	AGGAG	GENOMAD.097153.CP	1.043e-11	67	0	0	0	1	NA	NA	NA	COG0785;K06196	Cytochrome c biogenesis protein CcdA
CP133956.1_1586	1682219	1682950	732	1	0.398	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1587	1683628	1683912	285	-1	0.449	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1588	1683914	1684348	435	-1	0.467	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1589	1684352	1684681	330	-1	0.412	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1590	1684694	1689070	4377	-1	0.442	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1591	1689082	1690227	1146	-1	0.430	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1592	1690242	1690484	243	-1	0.391	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1593	1690800	1691192	393	-1	0.440	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1594	1691232	1691747	516	1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1595	1691771	1692574	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1596	1692576	1693271	696	1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1597	1693737	1695911	2175	-1	0.457	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1598	1695958	1696365	408	-1	0.436	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1599	1696367	1697380	1014	-1	0.445	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1600	1698061	1700064	2004	-1	0.449	11	AGGA	GENOMAD.091090.CV	1.197e-12	74	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1601	1700282	1700980	699	-1	0.429	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1602	1701366	1701788	423	-1	0.454	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1603	1701839	1702387	549	-1	0.403	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1604	1702922	1704601	1680	-1	0.442	11	AGGAG	GENOMAD.195318.VC	4.44e-81	284	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_1605	1704776	1709680	4905	-1	0.463	11	AGGAGG	GENOMAD.197361.CP	1.709e-44	181	0	0	0	1	NA	NA	NA	PF06280	Fn3-like domain
CP133956.1_1606	1710033	1710860	828	1	0.471	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1607	1710936	1711289	354	-1	0.441	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1608	1711293	1711787	495	-1	0.483	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1609	1712262	1712816	555	-1	0.472	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1610	1713027	1713656	630	1	0.463	11	AGGAG	GENOMAD.159458.CP	4.045e-34	132	0	0	0	1	NA	NA	NA	PF03932;COG3142;K06201;TIGR00559	Copper homeostasis protein CutC
CP133956.1_1611	1714115	1715200	1086	1	0.442	11	GGA/GAG/AGG	GENOMAD.179578.PP	1.665e-55	201	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1612	1715291	1716094	804	-1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1613	1716118	1716633	516	-1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1614	1717048	1718634	1587	1	0.426	11	AGGAG	GENOMAD.089557.VV	7.873e-13	74	0	0	0	2561	Caudoviricetes	NA	NA	K03987	NA
CP133956.1_1615	1718950	1720209	1260	1	0.426	11	AGGAG	GENOMAD.209849.VC	1.464e-15	82	0	0	0	1	NA	NA	NA	K14479	NA
CP133956.1_1616	1720342	1721460	1119	-1	0.416	11	AGxAGG/AGGxGG	GENOMAD.130504.CP	7.481e-22	101	0	0	0	1	NA	NA	NA	PF12051;COG1668;TIGR03062;K09696	ABC-type Na+ efflux pump, permease component
CP133956.1_1617	1721457	1722584	1128	-1	0.402	11	GGA/GAG/AGG	GENOMAD.137467.CP	1.074e-33	137	0	0	0	1	NA	NA	NA	PF12698;COG1668;TIGR03861;K09696	ABC-type Na+ efflux pump, permease component
CP133956.1_1618	1722593	1723516	924	-1	0.418	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1619	1723539	1724225	687	-1	0.419	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1620	1724222	1724893	672	-1	0.417	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1621	1724868	1726226	1359	-1	0.416	11	AGGAGG	GENOMAD.191482.PC	1.422e-273	837	0	0	0	1	NA	NA	NA	PF02624;TIGR03604;COG1944;K24409	thiazole/oxazole-forming peptide maturase, SagD family component
CP133956.1_1622	1726239	1727303	1065	-1	0.402	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1623	1727300	1728250	951	-1	0.402	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1624	1728478	1728642	165	-1	0.400	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1625	1729171	1729428	258	-1	0.450	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1626	1729965	1732007	2043	-1	0.464	11	AGGA	GENOMAD.092979.CV	2.112e-89	313	0	0	0	1	NA	NA	NA	PF02092;COG0751;TIGR00211	Glycyl-tRNA synthetase, beta subunit
CP133956.1_1627	1732370	1733281	912	-1	0.464	11	GGAG/GAGG	GENOMAD.000187.CC	1.737e-161	505	0	0	0	1	NA	NA	NA	PF02091;COG0752;K01878;TIGR00388	Glycyl-tRNA synthetase, alpha subunit
CP133956.1_1628	1733647	1734180	534	-1	0.397	11	AGGAG	GENOMAD.176879.CP	4.713e-88	286	0	0	0	1	NA	NA	NA	PF04140;K16168;COG1755;TIGR04571	Uncharacterized protein YpbQ, isoprenylcysteine carboxyl methyltransferase (ICMT) family
CP133956.1_1629	1734447	1734668	222	-1	0.486	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1630	1734701	1735540	840	-1	0.474	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1631	1735627	1736775	1149	-1	0.451	11	GGAGG	GENOMAD.126037.CP	5.457e-73	253	0	0	0	1	NA	NA	NA	PF12890;K01443;TIGR00221;COG1820	N-acetylglucosamine-6-phosphate deacetylase
CP133956.1_1632	1736892	1738436	1545	-1	0.447	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1633	1738724	1739470	747	1	0.479	11	AGGAG	GENOMAD.098650.VV	2.022e-06	51	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_1634	1740076	1740918	843	-1	0.441	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1635	1741050	1741607	558	1	0.437	11	GGA/GAG/AGG	GENOMAD.159362.CP	0.0001586	44	0	0	0	1	NA	NA	NA	PF13022;PF19352;TIGR03384;COG3226;K21961	transcriptional repressor BetI
CP133956.1_1636	1742018	1742842	825	-1	0.450	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1637	1742847	1743461	615	-1	0.467	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1638	1743622	1744494	873	-1	0.449	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1639	1744705	1745112	408	-1	0.422	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1640	1745130	1745459	330	-1	0.470	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1641	1745461	1746393	933	-1	0.427	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1642	1746403	1746918	516	-1	0.424	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1643	1746934	1747359	426	-1	0.441	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1644	1747577	1748359	783	1	0.437	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1645	1748775	1749326	552	-1	0.411	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1646	1749339	1750289	951	-1	0.425	11	GGAG/GAGG	GENOMAD.009978.CC	1.544e-05	49	0	0	0	1	NA	NA	NA	PF11335	NA
CP133956.1_1647	1751160	1753394	2235	-1	0.479	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1648	1753391	1753825	435	-1	0.453	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1649	1754073	1755092	1020	1	0.415	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1650	1755164	1755514	351	-1	0.396	11	AGGA	GENOMAD.097225.CV	3.596e-29	113	0	0	0	2561	Caudoviricetes	NA	NA	PF02033;TIGR00082;COG0858;K15986	ribosome-binding factor A
CP133956.1_1651	1755704	1758574	2871	-1	0.461	11	AGGAGG	GENOMAD.000022.CC	2.327e-94	336	1	0	0	2561	Caudoviricetes	NA	NA	PF11987;PF14578;COG0532	Translation initiation factor IF-2, a GTPase
CP133956.1_1652	1758594	1758896	303	-1	0.389	11	GGA/GAG/AGG	GENOMAD.002719.CC	1.095e-18	82	0	0	0	1	NA	NA	NA	PF01248;COG1358;TIGR03677;K07590	Ribosomal protein L7Ae or related RNA K-turn-binding protein
CP133956.1_1653	1758889	1759185	297	-1	0.397	11	GGAG/GAGG	GENOMAD.002420.CC	1.882e-12	64	0	0	0	1	NA	NA	NA	PF04296;COG2740	Predicted RNA-binding protein YlxR, DUF448 family
CP133956.1_1654	1759201	1760343	1143	-1	0.437	11	GGA/GAG/AGG	GENOMAD.000091.CC	3.027e-07	55	1	0	0	1	NA	NA	NA	PF13184;TIGR01952;COG0195	NusA family KH domain protein, archaeal
CP133956.1_1655	1760465	1760872	408	-1	0.426	11	None	GENOMAD.000152.CC	1.128e-74	245	1	0	0	1	NA	NA	NA	PF02576;PF17384;COG0779;K09748	Ribosome maturation factor RimP
CP133956.1_1656	1762337	1762972	636	-1	0.432	11	None	GENOMAD.084227.CP	2.843e-67	228	0	0	0	2561	Caudoviricetes	NA	NA	PF02390;K00832;TIGR00091;COG0220	tRNA (guanine-N(7)-)-methyltransferase
CP133956.1_1657	1762972	1763763	792	-1	0.415	11	AGGAGG	GENOMAD.146271.CV	4.76e-58	204	0	0	0	1	NA	NA	NF033068	PF01636;COG0510;K07251;TIGR02721	Thiamine kinase and related kinases
CP133956.1_1658	1763826	1764860	1035	-1	0.395	11	GGAG/GAGG	GENOMAD.013965.CC	5.015e-97	321	0	0	0	1	NA	NA	NA	PF05975;COG4473	Predicted ABC-type exoprotein transport system, permease component
CP133956.1_1659	1764864	1765589	726	-1	0.423	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1660	1766126	1766479	354	1	0.452	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1661	1766932	1767351	420	1	0.450	11	AGGA	GENOMAD.159773.CP	6.122e-05	44	0	0	0	1	NA	NA	NA	PF02744;COG0537;K02503	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase
CP133956.1_1662	1767348	1767644	297	1	0.438	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1663	1767814	1769076	1263	-1	0.435	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1664	1769077	1769604	528	-1	0.443	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1665	1769597	1770097	501	-1	0.427	11	GGA/GAG/AGG	GENOMAD.088180.CV	2.314e-21	93	1	0	0	1	NA	NA	NA	PF13238;K06925;TIGR00150;COG0802	tRNA threonylcarbamoyl adenosine modification protein YjeE
CP133956.1_1666	1770406	1771866	1461	-1	0.436	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1667	1772535	1772936	402	1	0.475	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1668	1773289	1774281	993	1	0.429	11	AGGAGG	GENOMAD.147438.CP	3.748e-11	67	0	0	0	1	NA	NA	NA	PF03610;COG2893;TIGR00824;K02793	Phosphotransferase system, mannose/fructose-specific component IIA
CP133956.1_1669	1774452	1775261	810	1	0.467	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1670	1775277	1776188	912	1	0.444	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1671	1776322	1776705	384	1	0.391	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1672	1777026	1778093	1068	-1	0.400	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1673	1778678	1779955	1278	1	0.460	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1674	1780187	1780957	771	-1	0.457	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1675	1780954	1781820	867	-1	0.450	11	AGGAG	GENOMAD.121654.CP	7.464e-54	193	0	0	0	2561	Caudoviricetes	NA	NA	PF01343;K01258;COG1024;TIGR03210	Peptidase family S49
CP133956.1_1676	1781829	1783193	1365	-1	0.442	11	AGGAG/GGAGG	GENOMAD.179703.PC	0.0009944	44	0	0	0	1	NA	NA	NA	PF02786;K01961;COG2232;TIGR00514	Predicted ATP-dependent carboligase, ATP-grasp superfamily
CP133956.1_1677	1783227	1783649	423	-1	0.435	11	4Base/6BMM	GENOMAD.118830.CP	4.126e-12	65	0	0	0	1	NA	NA	NA	PF07977;K02372;TIGR01749;COG4706	beta-hydroxyacyl-
CP133956.1_1678	1783646	1784119	474	-1	0.462	11	GGAGG	GENOMAD.117180.CP	7.622e-31	120	0	0	0	1	NA	NA	NA	PF00364;K02160;TIGR00531;COG0511	acetyl-CoA carboxylase, biotin carboxyl carrier protein
CP133956.1_1679	1784121	1785353	1233	-1	0.445	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1680	1785369	1786103	735	-1	0.460	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1681	1786120	1787040	921	-1	0.461	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1682	1787053	1788039	987	-1	0.457	11	AGxAGG/AGGxGG	GENOMAD.130300.CP	5.345e-15	79	0	0	0	2561	Caudoviricetes	NA	NA	PF03060;K00459;TIGR02814;COG2070	PfaD family protein
CP133956.1_1683	1788234	1788458	225	-1	0.378	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1684	1788516	1789490	975	-1	0.449	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1685	1789490	1789924	435	-1	0.386	11	GGAGG	GENOMAD.179175.PC	1.462e-05	46	0	0	0	1	NA	NA	NA	PF20024;TIGR04472;K15973;COG3682	mobile rSAM pair MarR family regulator
CP133956.1_1686	1790004	1790795	792	-1	0.456	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1687	1791115	1792251	1137	-1	0.475	11	AGGA	GENOMAD.121441.VC	8.172e-14	76	0	0	0	2561	Caudoviricetes	NA	NA	PF01556;COG1107	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain
CP133956.1_1688	1792408	1794237	1830	-1	0.442	11	GGAG/GAGG	GENOMAD.147868.VC	1.503e-22	106	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
CP133956.1_1689	1794642	1795211	570	-1	0.454	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1690	1795256	1796290	1035	-1	0.433	11	GGAG/GAGG	GENOMAD.093762.CV	4.072e-57	205	0	0	0	2561	Caudoviricetes	NA	NA	PF01628;PF03444;K03705;TIGR00331;COG1420	heat shock gene repressor HrcA
CP133956.1_1691	1796740	1797312	573	-1	0.440	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1692	1797309	1798052	744	-1	0.461	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
