#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
MK800154	58.938
MK792752	136.801
MH809531	140.527
MH809530	141.344
MH809529	137.973
MG765279	139.45
MG765277	141.124
MG944235	45.969
MG944232	46.278
MG944230	47.397
MG944227	46.195
MH443101	47.116
MH443100	46.835
KY006473	47.079
MG852086	42.031
MK504446	136.608
MK504445	80.538
MK504444	140.816
MK504443	136.442
MK504442	41.292
MK215646	157.804
MH203383	40.789
MK875794	40.332
MK770119	116.649
MK942064	45.011
MK843319	51.949
MK965970	88.966
MK965969	89.091
MK773491	348.718
MK778457	49.847
MK779875	54.381
MK496826	4.148
MK496825	4.289
MK496824	4.304
MK496823	4.307
MK496822	4.323
MK496821	4.381
MK496820	4.485
MK496819	4.492
MK496818	4.526
MK496817	4.588
MK496816	4.591
MK496815	4.602
MK496814	4.609
MK496813	4.684
MK496812	4.723
MK496811	4.736
MK496810	4.75
MK496809	4.765
MK496808	4.776
MK496807	4.78
MK496806	5.06
MK496805	5.076
MK496804	5.089
MK496803	5.108
MK496802	5.111
MK496801	5.117
MK496800	5.119
MK496799	5.129
MK496798	5.171
MK496797	5.204
MK496796	5.206
MK496795	5.225
MK496794	5.232
MK496793	5.235
MK496792	5.247
MK496791	5.25
MK496790	5.251
MK496789	5.271
MK496788	5.278
MK496787	5.291
MK496786	5.319
MK496785	5.375
MK496784	5.38
MK496783	5.402
MK496782	5.415
MK496781	5.518
MK496780	5.529
MK496779	5.54
MK496778	5.547
MK496777	5.559
MK496776	5.576
MK496775	5.595
MK496774	5.63
MK496773	5.664
MK496772	5.694
MK496771	5.809
MK496770	5.869
MK496769	5.891
MK496768	5.957
MK496767	5.963
MK496766	6.002
MK496765	6.097
MK496764	6.107
MK496763	6.14
MK496762	6.146
MK496761	6.394
MK496760	6.415
MK496759	6.887
MK496758	4.709
MK496757	4.161
MK496756	4.203
MK496755	4.404
MK496754	4.482
MK496753	4.53
MK496752	4.558
MK496751	4.59
MK496750	4.592
MK496749	4.61
MK496748	4.611
MK496747	4.635
MK496746	4.672
MK496745	4.718
MK496744	4.757
MK496743	4.785
MK496742	4.852
MK496741	4.866
MK496740	4.905
MK496739	4.915
MK496738	4.936
MK496737	4.939
MK496736	4.955
MK496735	4.956
MK496734	4.979
MK496733	4.989
MK496732	4.996
MK496731	5.001
MK496730	5.059
MK496729	5.067
MK496728	5.074
MK496727	5.085
MK496726	5.123
MK496725	5.124
MK496724	5.132
MK496723	5.134
MK496722	5.188
MK496721	5.207
MK496720	5.221
MK496719	5.243
MK496718	4.514
MK496717	5.267
MK496716	5.278
MK496715	5.291
MK496714	5.314
MK496713	5.316
MK496712	5.318
MK496711	5.364
MK496710	5.375
MK496709	5.489
MK496708	5.49
MK496707	5.508
MK496706	5.508
MK496705	5.562
MK496704	5.61
MK496703	5.647
MK496702	5.663
MK496701	5.675
MK496700	5.68
MK496699	5.707
MK496698	5.735
MK496697	5.767
MK496696	5.779
MK496695	5.785
MK496694	5.791
MK496693	5.865
MK496692	5.869
MK496691	5.986
MK496690	6.036
MK496689	6.096
MK496688	6.173
MK496687	6.242
MK496686	6.209
MK496685	6.272
MK496684	6.356
MK496683	6.391
MK496682	6.391
MK496681	6.415
MK496680	5.585
MK496679	5.881
NC_011399	8.929
NC_007461	4.53
JQ340774	60.496
MG944226	39.307
MG944218	39.307
MG944216	39.307
LR535921	240.111
LR535920	240.198
LR535919	240.196
LR535918	240.196
LR535916	240.197
LR535915	233.195
LR535914	239.842
LR535910	241.405
LR535909	240.197
LR535902	240.197
MK765669	4.383
MK765668	4.389
MK765667	5.554
MK765666	5.823
MK765665	5.837
MK765664	5.998
MK765663	4.389
MK765662	4.845
MK765661	5.554
MK765660	5.663
MK765659	5.671
MK765658	5.823
MK765657	5.975
MK765656	4.389
MK765655	5.554
MK765654	4.389
MK765653	4.597
MK765652	5.788
MK765651	5.816
MK765650	6.243
MK765649	5.122
MK765648	5.781
MK765647	5.82
MK765646	4.242
MK765645	4.294
MK765644	4.298
MK765643	4.337
MK765642	4.345
MK765641	4.37
MK765640	4.392
MK765639	4.483
MK765638	5.537
MK765637	5.775
MK765636	5.83
MK765635	5.853
MK765634	5.915
MK765633	5.973
MK765632	5.977
MK765631	6.078
MK765630	6.096
MK765629	6.29
MK765628	6.343
MK765627	6.43
MK765626	6.526
MK765625	6.53
MK765624	6.456
MK765623	6.549
MK765622	4.392
MK765621	4.395
MK765620	4.951
MK765619	5.507
MK765618	5.65
MK765617	5.676
MK765616	5.735
MK765615	5.807
MK765614	5.81
MK765613	5.835
MK765612	5.944
MK765611	5.983
MK765610	5.985
MK765609	5.985
MK765608	6.126
MK765607	5.895
MK765606	5.891
MK765605	4.372
MK765604	4.389
MK765603	4.395
MK765602	4.829
MK765601	5.403
MK765600	5.705
MK765599	5.729
MK765598	5.751
MK765597	5.764
MK765596	5.895
MK765595	5.908
MK765594	5.912
MK765593	5.948
MK765592	5.982
MK765591	5.986
MK765590	6.154
MK765589	6.204
MK765588	6.338
MK765587	6.418
MK765586	5.735
MK765585	4.217
MK765584	4.25
MK765583	4.346
MK765582	4.374
MK765581	4.389
MK765580	4.444
MK765579	4.513
MK765578	4.531
MK765577	4.545
MK765576	4.6
MK765575	4.607
MK765574	4.732
MK765573	4.841
MK765572	4.851
MK765571	4.587
MK765570	5.355
MK765569	5.409
MK765568	5.438
MK765567	5.684
MK765566	5.764
MK765565	5.837
MK765564	5.85
MK765563	5.912
MK765562	5.961
MK765561	5.983
MK765560	5.986
MK765559	4.383
MK765558	4.389
MK765557	5.554
MK765556	5.665
MK765555	5.672
MK765554	5.788
MK765553	5.823
MK765552	5.975
MK765551	6.243
MK249234	4.232
MK249233	4.17
MK249232	4.237
MK249231	4.238
MK249230	4.302
MK249229	4.32
MK249228	4.205
MK249227	4.318
MK249226	4.276
MK249225	4.351
MK249224	4.293
MK249223	4.368
MK249222	4.391
MK249221	4.422
MK249220	4.4
MK249219	4.445
MK249218	4.387
MK249217	4.401
MK249216	4.459
MK249215	4.41
MK249214	4.487
MK249213	4.502
MK249212	4.484
MK249211	4.35
MK249210	4.483
MK249209	4.438
MK249208	4.443
MK249207	4.46
MK249206	4.46
MK249205	4.549
MK249204	4.521
MK249203	4.529
MK249202	4.471
MK249201	4.538
MK249200	4.547
MK249199	4.335
MK249198	4.551
MK249197	4.488
MK249196	4.558
MK249195	4.498
MK249194	4.57
MK249193	4.503
MK249192	4.581
MK249191	4.507
MK249190	4.51
MK249189	4.499
MK249188	4.591
MK249187	4.617
MK249186	4.621
MK249185	4.59
MK249184	4.596
MK249183	4.608
MK249182	4.618
MK249181	4.647
MK249180	4.706
MK249179	4.68
MK249178	4.692
MK249177	4.721
MK249176	4.706
MK249175	4.7
MK249174	4.646
MK249173	4.721
MK249172	4.733
MK249171	4.63
MK249170	4.615
MK249169	4.768
MK249168	4.779
MK249167	4.825
MK249166	4.799
MK249165	4.858
MK249164	4.711
MK249163	4.774
MK249162	4.789
MK249161	4.765
MK249160	4.87
MK249159	4.901
MK249158	4.633
MK249157	4.901
MK249156	4.98
MK249155	4.637
MK249154	4.667
MK249153	4.581
MK249152	4.731
MK249151	4.521
MK249150	4.633
MK249149	4.565
MK249148	6.565
MK249147	4.461
MK249146	4.498
MK249145	4.727
MK249144	4.841
MK249143	4.474
MK249142	4.689
MK249141	4.557
MK249140	4.694
MK249139	4.582
MK249138	4.231
MK249137	4.565
MK249136	4.656
MK249135	4.324
MK249134	4.483
MK249133	4.379
MK249132	4.675
MK249131	4.594
MK249130	4.66
MK249129	4.625
MK249128	4.544
MK249127	4.873
MK308637	38.82
MH590604	40.494
MH590590	41.872
MH513982	40.306
MH513981	41.573
MH479922	41.93
MH153811	41.793
MH153806	41.555
MH153805	41.812
MH153802	41.803
MH045565	41.858
MH045564	41.555
MH045563	41.874
MH045562	41.801
MH045560	41.846
MH045559	41.908
MH045558	41.858
MH045555	42.027
MH045554	41.804
MG962367	41.562
MG962360	41.834
MG944222	41.597
MG944219	41.803
MG925352	41.544
MG925347	39.64
MG925345	39.403
MG925343	39.64
MG920061	41.534
MG839030	41.862
MG839029	41.525
MG839028	41.553
MG839027	40.366
MG839026	41.86
MG839025	41.894
MG839024	41.932
MG839023	41.856
MG839021	41.797
MG839020	41.558
MG839019	41.934
MG839018	41.553
MG839017	41.555
MG839016	41.77
MG839015	41.555
KT624200	221.908
GQ357915	157.486
MK719754	80.206
MK719753	80.341
MK719752	80.336
MK719751	80.341
MK719750	84.615
MK719749	80.237
MK719748	81.39
MK719747	80.342
MK719746	81.595
MK719745	80.27
MK719744	80.341
MK719743	80.342
MK719742	82.164
MK719741	80.355
MK719740	80.284
MK719739	80.34
MK719738	80.342
MK719737	83.415
MK719736	80.342
MK719735	80.342
MK719734	80.785
MK719733	80.361
MK719732	81.477
MK719731	80.342
MK719730	84.608
MK719729	80.342
MK719728	81.537
MK719727	80.342
MK719726	80.226
MK719725	80.303
MK719724	82.059
MK719723	80.312
MK719722	80.332
MK719721	80.342
MK719720	80.342
MK719719	80.341
MK719718	80.353
MK719717	80.469
MK719716	80.341
MK719715	80.203
MK719714	81.92
MK719713	80.236
MK719712	80.341
MK719711	80.332
MK719710	82.744
MK719709	80.236
MK719708	80.4
MK719707	80.327
MK719706	80.341
MK719705	81.004
MK719704	80.341
MK719703	80.352
MK719702	80.341
MK719701	80.24
MK759918	49.952
MK796244	121.089
MK759854	44.605
MH518298	47.475
MK524493	41.901
MK380016	41.109
MK380015	41.397
MK380014	44.122
MK656892	136.528
KY926699	29.284
KY926698	29.342
KY888143	30.189
MK521906	49.37
MK224592	61.276
MK814762	39.184
MK757447	41.797
MK521907	106.104
MK521905	39.519
MK521904	50.381
MH160767	80.732
MF041990	39.13
MH115576	52.031
MK685667	49.482
MH370375	112.564
MH370387	41.391
MH370386	111.447
MH370385	43.119
MH370384	43.119
MH370383	50.593
MH370382	50.591
MH370381	43.118
MH370380	110.926
MH370379	116.832
MH370378	110.091
MH370377	110.091
MH370376	111.999
MH370374	43.467
MH370373	43.467
MH370372	43.876
MH370371	157.013
MH370370	158.11
MH370369	110.664
MH370368	157.946
MH370367	110.926
MH370366	112.582
MH370365	43.421
MH370364	49.818
MH370363	42.976
MH370362	43.118
MH370361	42.441
MH370360	42.439
MH370359	42.621
MH370358	43.468
GQ919031	90.435
MG944236	47.046
MG944234	46.503
MG944233	48.669
MG944231	46.281
MG944229	49.612
MG944228	46.48
LC465543	168
JQ287645	76.107
KT945994	41.098
KM378617	56.637
KJ920400	45.648
KF926093	128.546
KC171647	38.88
KC171646	40.931
KC460990	42.724
GU967410	48.211
EU030939	15.33
EU030938	15.135
MK721200	39.115
MK721192	147.289
MK721186	41.418
MK721199	41.141
MK721191	40.685
MK693030	140.938
MK620905	41.807
MK620904	39.171
MK620903	41.8
MK620902	41.606
MK620901	39.191
MK620895	41.812
MK639187	169.744
MK673511	53.965
MK584893	140.654
MK721198	18.415
MK721197	18.366
MK721196	18.136
MK721195	17.927
MK721194	58.018
MK721193	18.186
MK721190	41.133
MK721189	58.4
MK721188	17.966
MK721187	40.429
MK721185	18.286
MK721184	18.818
MK721183	18.737
MK685668	40.058
MK560763	48.016
MG649967	128.602
MG649966	128.241
MF153391	44.517
MH051333	151.671
MK075006	44.311
MK075005	40.011
MK075004	49.795
MK075003	42.565
MK075001	45.164
MK310183	76.641
MK570225	55.244
MK577502	168.962
MK599315	304.671
MK449012	34.293
MK449011	37.554
MK449010	37.029
MK449009	40.047
MK449008	43.572
MK449007	34.464
MK449006	36.493
MK449005	40.231
MK449004	36.4
MK449003	40.81
MK449002	39.641
MK449001	36.232
MK449000	40.738
MK448999	35.105
MK448998	42.341
MK448997	48.058
MK448996	37.871
MK448995	41.682
MK448994	39.286
MK448993	40.339
MK448992	33.8
MK448991	33.345
MK448990	42.506
MK448989	20.214
MK448988	36.699
MK448987	44.767
MK448986	37.934
MK448985	36.044
MK448984	35.422
MK448983	39.898
MK448982	37.127
MK448981	32.773
MK448980	40.798
MK448979	39.888
MK448978	39.587
MK448977	41.512
MK448976	37.381
MK448975	41.107
MK448974	40.618
MK448973	40.673
MK448972	35.057
MK448971	44.039
MK448970	45.96
MK448969	33.123
MK448968	39.734
MK448967	37.969
MK448966	40.757
MK448965	40.925
MK448964	35.302
MK448963	31.625
MK448962	32.917
MK448961	39.352
MK448960	41.08
MK448959	40.527
MK448958	41.286
MK448957	46.761
MK448956	41.305
MK448955	41.634
MK448954	40.953
MK448953	43.679
MK448952	40.157
MK448951	38.785
MK448950	42.236
MK448949	41.323
MK448948	38.824
MK448947	40.618
MK448946	44.73
MK448945	39.144
MK448944	43.424
MK448943	34.125
MK448942	25.927
MK448941	45.151
MK448940	36.704
MK448939	41.549
MK448938	37.765
MK448937	13.056
MK448936	37.936
MK448935	37.709
MK448934	40.394
MK448933	45.151
MK448932	36.054
MK448931	35.546
MK448930	37.95
MK448929	36.561
MK448928	34.653
MK448927	36.484
MK448926	39.795
MK448925	37.026
MK448924	37.542
MK448923	39.487
MK448922	35.085
MK448921	39.974
MK448920	32.918
MK448919	38.574
MK448918	30.862
MK448917	41.015
MK448916	37.764
MK448915	39.079
MK448914	31.633
MK448913	33.554
MK448912	31.48
MK448911	38.065
MK448910	42.688
MK448909	34.56
MK448908	41.238
MK448907	33.228
MK448906	35.085
MK448905	39.412
MK448904	36.441
MK448903	38.675
MK448902	43.79
MK448901	32.976
MK448900	36.384
MK448899	38.767
MK448898	37.997
MK448897	37.965
MK448896	33.366
MK448895	36.635
MK448894	31.07
MK448893	35.527
MK448892	35.214
MK448891	35.613
MK448890	31.478
MK448889	22.717
MK448888	33.765
MK448887	39.028
MK448886	38.556
MK448885	39.051
MK448884	38.065
MK448883	35.462
MK448882	33.252
MK448881	33.013
MK448880	27.408
MK448879	37.369
MK448878	38.781
MK448877	41.432
MK448876	44.595
MK448875	38.639
MK448874	37.284
MK448873	40.975
MK448872	34.653
MK448871	40.414
MK448870	35.58
MK448869	35.58
MK448868	40.415
MK448867	40.414
MK448866	40.414
MK448865	33.81
MK448864	30.782
MK448863	32.012
MK448862	39.669
MK448861	38.137
MK448860	39.869
MK448859	42.762
MK448858	45.241
MK448857	37.145
MK448856	19.446
MK448855	33.705
MK448854	45.121
MK448853	36.243
MK448852	41.182
MK448851	43.47
MK448850	43.082
MK448849	40.001
MK448848	37.145
MK448847	38.473
MK448846	39.241
MK448845	37.401
MK448844	28.958
MK448843	54.687
MK448842	31.374
MK448841	54.689
MK448840	37.952
MK448839	54.689
MK448838	33.082
MK448837	37.275
MK448836	38.797
MK448835	37.554
MK448834	38.343
MK448833	38.593
MK448832	43.572
MK448831	36.493
MK448830	32.459
MK448829	37.719
MK448828	33.053
MK448827	35.085
MK448826	36.232
MK448825	38.797
MK448824	39.686
MK448823	37.871
MK448822	39.712
MK448821	38.64
MK448820	33.966
MK448819	39.405
MK448818	40.915
MK448817	42.741
MK448816	34.523
MK448815	31.965
MK448814	33.393
MK448813	19.142
MK448812	40.914
MK448811	41.571
MK448810	38.506
MK448809	34.653
MK448808	33.242
MK448807	33.345
MK448806	41.469
MK448805	33.344
MK448804	30.807
MK448803	32.773
MK448802	34.653
MK448801	37.54
MK448800	39.889
MK448799	39.888
MK448798	37.968
MK448797	39.734
MK448796	47.88
MK448795	47.29
MK448794	39.016
MK448793	41.53
MK448792	38.833
MK448791	42.031
MK448790	37.744
MK448789	40.617
MK448788	41.512
MK448787	34.465
MK448786	34.125
MK448785	39.345
MK448784	40.618
MK448783	37.606
MK448782	43.457
MK448781	40.382
MK448780	36.676
MK448779	39.626
MK448778	40.316
MK448777	35.709
MK448776	34.479
MK448775	41.958
MK448774	33.236
MK448773	36.008
MK448772	41
MK448771	35.002
MK448770	38.834
MK448769	38.056
MK448768	41.191
MK448767	34.125
MK448766	38.523
MK448765	39.014
MK448764	30.892
MK448763	33.798
MK448762	41.213
MK448761	40.136
MK448760	40.136
MK448759	41.549
MK448758	41.549
MK448757	42.333
MK448756	37.66
MK448755	37.66
MK448754	36.561
MK448753	38.109
MK448752	38.222
MK448751	38.443
MK448750	42.146
MK448749	43.433
MK448748	39.475
MK448747	42.56
MK448746	37.49
MK448745	39.487
MK448744	39.487
MK448743	39.366
MK448742	37.128
MK448741	37.447
MK448740	40.055
MK448739	29.384
MK448738	39.31
MK448737	37.175
MK448736	37.764
MK448735	37.433
MK448734	30.906
MK448733	37.444
MK448732	35.176
MK448731	35.793
MK448730	40.399
MK448729	39.484
MK448728	34.657
MK448727	39.605
MK448726	34.545
MK448725	30.398
MK448724	37.618
MK448723	40.704
MK448722	36.58
MK448721	34.637
MK448720	25.306
MK448719	39.881
MK448718	40.975
MK448717	35.085
MK448716	41.477
MK448715	35.684
MK448714	36.502
MK448713	36.677
MK448712	27.408
MK448711	45.029
MK448710	39.808
MK448709	39.808
MK448708	37.964
MK448707	42.048
MK448706	35.845
MK448705	40.164
MK448704	40.311
MK448703	45.067
MK448702	41.831
MK448701	34.77
MK448700	44.57
MK448699	40.414
MK448698	28.059
MK448697	40.414
MK448696	40.414
MK448695	33.542
MK448694	41.483
MK448693	40.414
MK448692	44.662
MK448691	39.484
MK448690	44.153
MK448689	40.438
MK448688	42.72
MK448687	36.052
MK448686	40.26
MK448685	36.243
MK448684	35.995
MK448683	41.754
MK448682	37.721
MK448681	42.448
MK448680	35.722
MK448679	37.335
MK448678	39.497
MK448677	38.145
MK448676	44.876
MK448675	42.31
MK448674	37.428
MK448673	48.294
MK448672	40.234
MK448671	38.959
MK448670	37.901
MK448669	36.754
MK448668	37.952
MK448667	54.689
MK448666	37.952
MK448665	38.191
MK448664	9.145
MK448663	11.391
MK448662	15.677
MK448661	13.198
MK448660	15.671
MK448659	12.81
MK448658	9.97
MK448657	10.673
MK448656	10.673
MK448655	13.496
MK448654	9.151
MK448653	13.496
MK448652	12.626
MK448651	12.068
MK448650	15.411
MK448649	13.772
MK448648	9.151
MK448647	18.086
MK448646	13.301
MK448645	12.366
MK448644	10.824
MK448643	14.401
MK448642	12.33
MK448641	13.673
MK448640	11.927
MK448639	10.647
MK448638	11.755
MK448637	10.673
MK448636	12.613
MK448635	9.55
MK448634	10.324
MK448633	8.812
MK448632	11.796
MK448631	11.561
MK448630	15.983
MK448629	13.198
MK448628	13.963
MK448627	15.185
MK448626	12.501
MK448625	13.201
MK448624	10.554
MK448623	13.616
MK448622	13.363
MK448621	12.065
MK448620	12.244
MK448619	14.301
MK448618	12.536
MK448617	14.111
MK448616	14.823
MK448615	15.357
MK448614	15.289
MK448613	13.107
MK448612	11.904
MK448611	13.403
MK448610	13.874
MK448609	13.078
MK448608	8.842
MK448607	14.853
MK448606	13.496
MK448605	9.151
MK448604	12.9
MK448603	10.673
MK448602	10.673
MK448601	13.384
MK448600	9.984
MK448599	8.936
MK448598	9.866
MK448597	8.43
MK448596	8.43
MK448595	9.866
MK448594	8.43
MK448593	9.866
MK448592	9.866
MK448591	9.658
MK448590	13.519
MK448589	10.649
MK448588	13.147
MK448587	9.459
MK448586	12.912
MK448585	12.998
MK448584	8.156
MK448583	12.522
MK448582	9.851
MK448581	12.22
MK448580	12.025
MK448579	12.537
MK448578	6.041
MK448577	12.004
MK448576	10.927
MK448575	7.858
MK448574	7.63
MK448573	7.916
MK448572	9.889
MK448571	7.858
MK448570	7.915
MK448569	11.378
MK448568	7.966
MK448567	7.858
MK448566	7.858
MK448565	8.057
MK448564	8.057
MK448563	7.858
MK448562	7.682
MK448561	9.15
MK448560	11.817
MK448559	9.159
MK448558	9.201
MK448557	10.319
MK448556	13.272
MK448555	10.616
MK448554	9.714
MK448553	9.159
MK448552	8.441
MK448551	10.042
MK448550	11.346
MK448549	13.799
MK448548	10.592
MK448547	10.617
MK448546	10.757
MK448545	10.042
MK448544	9.994
MK448543	10.042
MK448542	8.75
MK448541	13.799
MK448540	9.196
MK448539	10.063
MK448538	10.042
MK448537	10.038
MK448536	11.341
MK448535	10.617
MK448534	9.72
MK448533	12.384
MK448532	9.761
MK448531	11.884
MK448530	12.384
MK448529	11.884
MK448528	9.008
MK448527	9.008
MK448526	16.67
MK448525	9.946
MK448524	10.344
MK448523	15.15
MK448522	11.389
MK448521	13.965
MK448520	13.504
MK448519	13.287
MK448518	13.762
MK448517	11.944
MK448516	12.95
MK448515	11.555
MK448514	12.9
MK448513	11.389
MK448512	13.504
MK448511	13.209
MK448510	13.87
MK448509	9.886
MK448508	13.39
MK448507	15.425
MK448506	11.958
MK448505	11.942
MK448504	13.122
MK448503	10.708
MK448502	13.799
MK448501	14.286
MK448500	8.343
MK448499	8.343
MK448498	12.949
MK448497	12.875
MK448496	11.933
MK448495	11.832
MK448494	12.949
MK448493	9.035
MK448492	12.231
MK448491	13.282
MK448490	9.531
MK448489	13.493
MK448488	13.633
MK448487	12.626
MK448486	9.434
MK448485	9.732
MK448484	13.023
MK448483	9.907
MK448482	7.378
MK448481	13.211
MK448480	17.062
MK448479	13.799
MK448478	17.14
MK448477	9.18
MK448476	13.027
MK448475	16.457
MK448474	14.173
MK448473	10.202
MK448472	14.579
MK448471	14.097
MK448470	11.901
MK448469	16.184
MK448468	12.919
MK448467	15.724
MK448466	12.913
MK448465	13.023
MK448464	15.996
MK448463	8.637
MK448462	10.992
MK448461	7.691
MK448460	8.637
MK448459	12.015
MK448458	8.636
MK448457	14.257
MK448456	12.167
MK448455	10.972
MK448454	9.979
MK448453	15.342
MK448452	11.82
MK448451	12.166
MK448450	10.884
MK448449	9.34
MK448448	10.251
MK448447	11.817
MK448446	11.734
MK448445	13.47
MK448444	9.131
MK448443	10.319
MK448442	15.189
MK448441	12.878
MK448440	12.236
MK448439	11.486
MK448438	12.473
MK448437	12.235
MK448436	11.701
MK448435	14.024
MK448434	11.564
MK448433	9.893
MK448432	9.874
MK448431	12.881
MK448430	11.517
MK448429	15.903
MK448428	12.183
MK448427	18.078
MK448426	9.989
MK448425	12.027
MK448424	9.486
MK448423	10.42
MK448422	13.409
MK448421	8.688
MK448420	14.007
MK448419	10.323
MK448418	13.486
MK448417	12.001
MK448416	12.236
MK448415	12.024
MK448414	11.271
MK448413	10.988
MK448412	13.799
MK448411	10.689
MK448410	11.622
MK448409	11.749
MK448408	12.891
MK448407	11.176
MK448406	10.429
MK448405	14.67
MK448404	13.506
MK448403	10.632
MK448402	9.421
MK448401	12.433
MK448400	10.789
MK448399	14.56
MK448398	14.56
MK448397	14.56
MK448396	14.56
MK448395	10.809
MK448394	14.56
MK448393	12.203
MK448392	14.841
MK448391	11.158
MK448390	9.627
MK448389	11.613
MK448388	12.747
MK448387	10.3
MK448386	13.321
MK448385	10.82
MK448384	15.611
MK448383	13.395
MK448382	6.45
MK448381	10.362
MK448380	14.27
MK448379	9.6
MK448378	9.588
MK448377	9.588
MK448376	10.273
MK448375	9.6
MK448374	10.327
MK448373	9.656
MK448372	9.602
MK448371	9.6
MK448370	14.082
MK448369	11.081
MK448368	12.126
MK448367	9.42
MK448366	9.753
MK448365	13.181
MK448364	8.609
MK448363	13.799
MK448362	8.726
MK448361	8.726
MK448360	9.984
MK448359	9.55
MK448358	10.114
MK448357	10.114
MK448356	9.586
MK448355	9.826
MK448354	10.073
MK448353	13.726
MK448352	13.726
MK448351	13.726
MK448350	14.876
MK448349	9.789
MK448348	10.909
MK448347	12.9
MK448346	13.967
MK448345	8.144
MK448344	13.418
MK448343	14.338
MK448342	8.281
MK448341	9.538
MK448340	12.209
MK448339	14.005
MK448338	12.319
MK448337	9.983
MK448336	14.728
MK448335	19.697
MK448334	8.222
MK448333	12.21
MK448332	11.974
MK448331	11.974
MK448330	12.21
MK448329	19.697
MK448328	12.21
MK448327	14.365
MK448326	13.16
MK448325	19.694
MK448324	19.471
MK448323	13.666
MK448322	14.367
MK448321	13.63
MK448320	9.427
MK448319	10.653
MK448318	10.653
MK448317	10.653
MK552140	263.735
MK483107	50.52
MH051335	72.179
MH571750	86.95
MH160766	149.803
MH051334	42.145
AP019562	40.147
AP019561	41.149
AP019560	40.53
AP019559	110.964
MK511066	35.343
MK511065	39.73
MK511064	29.041
MK511063	37.399
MK511062	28.208
MK511061	39.659
MK511060	32.181
MK511059	39.705
MK511058	28.078
MK511057	36.361
MK511051	61.772
MK511050	61.772
MK511049	61.772
MK511048	61.772
MK511047	61.853
MK511046	61.772
MK511045	61.772
MK511044	61.772
MK511043	61.684
MK511042	61.772
MK511041	61.772
MK511040	62.695
MK511039	61.772
MK511038	38.471
MK511037	27.51
MK511036	37.474
MK511035	37.758
MK511034	38.215
MK511033	37.715
MK511032	39.613
MK511031	31.014
MK511030	37.615
MK511029	38.416
MK511028	37.615
MK511027	37.654
MK511026	37.617
MK511025	37.734
MK511024	37.636
MK511023	37.617
MK511022	44.244
MK511021	37.629
MK511020	37.702
MK511019	26.171
MK511018	37.395
MK511017	37.682
MK511016	45.372
MK511015	33.113
MK511014	46.492
MK511013	42.421
MK511012	50.013
MK511011	52.658
MK511010	52.755
MK511009	37.242
MK511008	29.118
MK511007	42.495
MK511006	52.758
MK511005	52.823
MK511004	34.669
MK511003	52.662
MK511002	52.664
MK511001	52.8
MK510993	38.378
MK510992	39.861
MK510991	38.304
MK510990	41.217
MK510989	38.344
MK510988	40.745
MK510987	40.425
MK510986	30.609
MK510985	40.441
MK510984	38.217
MK510983	38.345
MK510982	38.285
MK510981	38.37
MK510980	38.344
MK510979	38.353
MK510978	40.412
MK510977	37.635
MK510976	40.778
MK510975	40.711
MK510974	40.393
MK510973	38.239
MK510972	38.379
MK510971	41.155
MK510970	35.42
MK510969	35.225
MK510968	42.511
MK510967	41.186
MK510966	38.375
MK510965	41.462
MK510964	40.439
MK510963	40.414
MK510962	33.681
LC473039	86.019
MH427377	155.887
MK301443	21.677
MK301442	21.75
MK301441	32.855
MK301440	31.374
MK301439	28.732
MK301438	32.312
MK301437	30.633
MK373799	120.715
MK373798	51.739
MK373797	120.603
MK373796	120.12
MK373795	63.595
MK373794	64.059
MK373793	43.157
MK373792	124.537
MK373791	45.536
MK373790	47.082
MK373789	45.904
MK373788	151.194
MK373787	169.65
MK373786	167.317
MK373785	168.756
MK373784	169.201
MK373783	158.607
MK373782	170.187
MK373781	164.987
MK373780	139.328
MK373779	168.67
MK373778	170.429
MK373777	72.472
MK373776	71.283
MK373775	164.59
MK373774	164.279
MK373773	44.241
MK373772	61.6
MK373771	45.13
MK373770	77.307
MK482688	88.409
MK482689	88.409
MK482690	84.898
MK493325	170.397
MK493324	169.811
MK493323	171.77
MK493322	169.803
MK493321	175.462
MK552141	262.653
MK573636	165.641
MK578530	41.147
MK605246	144.444
MK605245	145.4
MK605244	147.033
MK605243	146.735
MK605242	146.618
MK433578	33.839
MK422450	59.049
MK422448	63.032
MK416010	60.118
MK416012	18.281
MK675901	62.286
MK562505	88.821
MK562504	87.998
MK562502	90.227
MG550112	38.059
MG252615	41.317
BK010646	42.831
MK514283	43.58
MK310184	170.164
CP038007	55.032
MK448236	35.476
MK448228	46.342
MK433582	33.326
MK433581	39.643
MK433580	33.326
MK433577	39.643
MK422454	33.326
MK422453	39.086
MK422452	34.141
MK422449	32.302
MK416008	32.01
MK416009	33.326
MK416011	39.642
MK416016	11.454
MK416020	33.016
MK416021	38.37
MK514282	223.95
MK514281	273.731
MK016664	163.982
MK016662	45.424
MK524178	168.791
MG250486	145.759
MG250484	171.911
MG250483	221.116
MF370225	82.101
KY683736	129.454
KY683735	164.706
KY626163	28.914
KY626162	84.419
MK327947	164.278
MK327946	168.828
MK327945	168.363
MK327944	168.654
MK327943	167.834
MK327942	167.728
MK327941	167.832
MK327940	168.241
MK327939	167.826
MK327938	237.307
MK327937	170.182
MK327936	168.886
MK327935	168.327
