genome,accession,target_name,query_name,E-value,description_of_target,genome_start,genome_end,strand,intronID,source
MN091626,PF18075.4,FtsX_ECD,orf9,0.0051,FtsX extracellular domain,49943,50081,+,MN091626_II_50608,.domtblout
MN270258,PF00176.26,SNF2-rel_dom,orf13,4.5000000000000004e-14,SNF2-related domain,79471,79981,+,MN270258_II_82815,.domtblout
MN270258,PF00176.26,SNF2-rel_dom,orf13,4.5000000000000004e-14,SNF2-related domain,80095,80512,+,MN270258_II_82815,.domtblout
MN270258,PF04851.18,ResIII,orf13,6.4e-12,"Type III restriction enzyme, res subunit",79414,79984,+,MN270258_II_82815,.domtblout
MN270258,PF00078.30,RVT_1,orf23,7.2e-37,Reverse transcriptase (RNA-dependent DNA polymerase),81285,82080,+,MN270258_II_82815,.domtblout
MN270258,PF00078.30,RVT_1,orf23,7.2e-37,Reverse transcriptase (RNA-dependent DNA polymerase),82323,82422,+,MN270258_II_82815,.domtblout
MN270258,PF01348.24,Intron_maturas2,orf23,1.2e-10,Type II intron maturase,81282,81339,+,MN270258_II_82815,.domtblout
MN270258,PF00271.34,Helicase_C,orf30,3e-07,Helicase conserved C-terminal domain,83150,83369,+,MN270258_II_82815,.domtblout
MN270258,PF19387.2,DUF5962,orf33,3.7e-42,Family of unknown function (DUF5962),84378,84648,+,MN270258_II_82815,.domtblout
MN270258,PF19391.2,DUF5966,orf35,5e-46,Family of unknown function (DUF5966),84673,84955,+,MN270258_II_82815,.domtblout
MN270258,PF13155.9,Toprim_2,orf47,8.3e-11,Toprim-like,86178,86226,+,MN270258_II_82815,.domtblout
MN270258,PF13155.9,Toprim_2,orf47,8.3e-11,Toprim-like,86328,86697,+,MN270258_II_82815,.domtblout
MN270258,PF01807.23,zf-CHC2,orf47,0.00014,CHC2 zinc finger,85839,85965,+,MN270258_II_82815,.domtblout
MN270258,PF19390.2,DUF5965,orf49,3.7000000000000006e-46,Family of unknown function (DUF5965),86864,87080,+,MN270258_II_82815,.domtblout
MN270258,PF19370.2,DUF5945,orf52,2.2999999999999996e-73,Family of unknown function (DUF5945),87088,87472,+,MN270258_II_82815,.domtblout
MN270258,PF04262.17,Glu_cys_ligase,orf52,0.0016,Glutamate-cysteine ligase,87301,87457,+,MN270258_II_82815,.domtblout
MN270258,PF06785.14,UPF0242,orf52,0.0062,Uncharacterised protein family (UPF0242) N-terminus,87202,87448,+,MN270258_II_82815,.domtblout
MN270258,PF18291.4,HU-HIG,orf53,0.0014,"HU domain fused to wHTH, Ig, or Glycine-rich motif",87518,87680,+,MN270258_II_82815,.domtblout
MN270258,PF18291.4,HU-HIG,orf53,0.0014,"HU domain fused to wHTH, Ig, or Glycine-rich motif",87737,87788,+,MN270258_II_82815,.domtblout
MN270259,PF00176.26,SNF2-rel_dom,orf13,4.5000000000000004e-14,SNF2-related domain,79507,80017,+,MN270259_II_82851,.domtblout
MN270259,PF00176.26,SNF2-rel_dom,orf13,4.5000000000000004e-14,SNF2-related domain,80131,80548,+,MN270259_II_82851,.domtblout
MN270259,PF04851.18,ResIII,orf13,6.4e-12,"Type III restriction enzyme, res subunit",79450,80020,+,MN270259_II_82851,.domtblout
MN270259,PF00078.30,RVT_1,orf23,7.2e-37,Reverse transcriptase (RNA-dependent DNA polymerase),81321,82116,+,MN270259_II_82851,.domtblout
MN270259,PF00078.30,RVT_1,orf23,7.2e-37,Reverse transcriptase (RNA-dependent DNA polymerase),82359,82458,+,MN270259_II_82851,.domtblout
MN270259,PF01348.24,Intron_maturas2,orf23,1.2e-10,Type II intron maturase,81318,81375,+,MN270259_II_82851,.domtblout
MN270259,PF00271.34,Helicase_C,orf30,3e-07,Helicase conserved C-terminal domain,83186,83405,+,MN270259_II_82851,.domtblout
MN270259,PF19387.2,DUF5962,orf33,3.7e-42,Family of unknown function (DUF5962),84414,84684,+,MN270259_II_82851,.domtblout
MN270259,PF19391.2,DUF5966,orf35,5e-46,Family of unknown function (DUF5966),84709,84991,+,MN270259_II_82851,.domtblout
MN270259,PF13155.9,Toprim_2,orf47,8.3e-11,Toprim-like,86214,86262,+,MN270259_II_82851,.domtblout
MN270259,PF13155.9,Toprim_2,orf47,8.3e-11,Toprim-like,86364,86733,+,MN270259_II_82851,.domtblout
MN270259,PF01807.23,zf-CHC2,orf47,0.00014,CHC2 zinc finger,85875,86001,+,MN270259_II_82851,.domtblout
MN270259,PF19390.2,DUF5965,orf49,3.7000000000000006e-46,Family of unknown function (DUF5965),86900,87116,+,MN270259_II_82851,.domtblout
MN270259,PF19370.2,DUF5945,orf52,2.2999999999999996e-73,Family of unknown function (DUF5945),87124,87508,+,MN270259_II_82851,.domtblout
MN270259,PF04262.17,Glu_cys_ligase,orf52,0.0016,Glutamate-cysteine ligase,87337,87493,+,MN270259_II_82851,.domtblout
MN270259,PF06785.14,UPF0242,orf52,0.0062,Uncharacterised protein family (UPF0242) N-terminus,87238,87484,+,MN270259_II_82851,.domtblout
MN270259,PF18291.4,HU-HIG,orf53,0.0014,"HU domain fused to wHTH, Ig, or Glycine-rich motif",87554,87716,+,MN270259_II_82851,.domtblout
MN270259,PF18291.4,HU-HIG,orf53,0.0014,"HU domain fused to wHTH, Ig, or Glycine-rich motif",87773,87824,+,MN270259_II_82851,.domtblout
MT835550,PF01292.23,Ni_hydr_CYTB,orf10,4.2e-15,Prokaryotic cytochrome b561,5460,5910,+,MT835550_II_9795,.domtblout
MT835550,PF05129.16,Elf1,orf136,0.0037,Transcription elongation factor Elf1 like,11146,11044,-,MT835550_II_9795,.domtblout
MT835550,PF09278.14,MerR-DNA-bind,orf181,1.3999999999999998e-20,"MerR, DNA binding",6353,6299,-,MT835550_II_9795,.domtblout
MT835550,PF09278.14,MerR-DNA-bind,orf181,1.3999999999999998e-20,"MerR, DNA binding",6221,6035,-,MT835550_II_9795,.domtblout
MT835550,PF13411.9,MerR_1,orf181,2.4e-18,MerR HTH family regulatory protein,6338,6152,-,MT835550_II_9795,.domtblout
MT835550,PF02411.18,MerT,orf19,4.6e-33,MerT mercuric transport protein,6531,6846,+,MT835550_II_9795,.domtblout
MT835550,PF02417.18,Chromate_transp,orf19,0.00022999999999999998,Chromate transporter,6528,6831,+,MT835550_II_9795,.domtblout
MT835550,PF02683.18,DsbD,orf2,4.6e-13,Cytochrome C biogenesis protein transmembrane region,4800,5019,+,MT835550_II_9795,.domtblout
MT835550,PF00403.29,HMA,orf23,7.7e-15,Heavy-metal-associated domain,6991,7171,+,MT835550_II_9795,.domtblout
MT835550,PF19803.2,DUF6286,orf23,0.0062,Family of unknown function (DUF6286),6847,6889,+,MT835550_II_9795,.domtblout
MT835550,PF19803.2,DUF6286,orf23,0.0062,Family of unknown function (DUF6286),7021,7150,+,MT835550_II_9795,.domtblout
MT835550,PF07992.17,Pyr_redox_2,orf36,1.0999999999999999e-61,Pyridine nucleotide-disulphide oxidoreductase,7459,8389,+,MT835550_II_9795,.domtblout
MT835550,PF02852.25,Pyr_redox_dim,orf36,2e-27,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain",8470,8794,+,MT835550_II_9795,.domtblout
MT835550,PF00070.30,Pyr_redox,orf36,7.1e-17,Pyridine nucleotide-disulphide oxidoreductase,7465,7543,+,MT835550_II_9795,.domtblout
MT835550,PF02035.18,Coagulin,orf38,0.0011,Coagulin,8881,8977,+,MT835550_II_9795,.domtblout
MT835550,PF00078.30,RVT_1,orf60,1e-41,Reverse transcriptase (RNA-dependent DNA polymerase),10536,11226,+,MT835550_II_9795,.domtblout
MT835550,PF13115.9,YtkA,orf77,1.3999999999999999e-12,YtkA-like,12613,12865,+,MT835550_II_9795,.domtblout
MT835550,PF01292.23,Ni_hydr_CYTB,orf82,5.3e-19,Prokaryotic cytochrome b561,13023,13530,+,MT835550_II_9795,.domtblout
MT836027,PF18362.4,THB,orf111,0.0055,Tri-helix bundle domain,11720,11690,-,MT836027_II_7078,.domtblout
MT836027,PF12846.10,AAA_10,orf126,2.2e-07,AAA-like domain,10609,9799,-,MT836027_II_7078,.domtblout
MT836027,PF19044.3,P-loop_TraG,orf126,5.2e-06,TraG P-loop domain,10612,9796,-,MT836027_II_7078,.domtblout
MT836027,PF01935.20,DUF87,orf126,3.1e-05,"Helicase HerA, central domain",12010,11929,-,MT836027_II_7078,.domtblout
MT836027,PF00078.30,RVT_1,orf145,1.1e-42,Reverse transcriptase (RNA-dependent DNA polymerase),8701,7984,-,MT836027_II_7078,.domtblout
MT836027,PF01844.26,HNH,orf145,0.0023,HNH endonuclease,7363,7291,-,MT836027_II_7078,.domtblout
MT836027,PF02954.22,HTH_8,orf149,0.0052,"Bacterial regulatory protein, Fis family",6968,6899,-,MT836027_II_7078,.domtblout
MT836027,PF01551.25,Peptidase_M23,orf168,3e-27,Peptidase family M23,4829,4535,-,MT836027_II_7078,.domtblout
MT836027,PF00877.22,NLPC_P60,orf168,6.400000000000001e-23,NlpC/P60 family,4379,4064,-,MT836027_II_7078,.domtblout
MT836027,PF05257.19,CHAP,orf168,1.7e-05,CHAP domain,5633,5510,-,MT836027_II_7078,.domtblout
MT836027,PF14193.9,DUF4315,orf173,3.9e-20,Domain of unknown function (DUF4315),4016,3809,-,MT836027_II_7078,.domtblout
MT836027,PF05278.15,PEARLI-4,orf173,0.00072,Arabidopsis phospholipase-like protein (PEARLI 4),4019,3914,-,MT836027_II_7078,.domtblout
MT836027,PF04977.18,DivIC,orf173,0.0011,Septum formation initiator,4022,3899,-,MT836027_II_7078,.domtblout
MT836027,PF14283.9,DUF4366,orf181,3.3999999999999994e-51,Domain of unknown function (DUF4366),3412,3412,-,MT836027_II_7078,.domtblout
MT836027,PF14283.9,DUF4366,orf181,3.3999999999999994e-51,Domain of unknown function (DUF4366),3265,2800,-,MT836027_II_7078,.domtblout
MT836027,PF08341.14,TED,orf190,2.7e-09,Thioester domain,2341,1999,-,MT836027_II_7078,.domtblout
MT836027,PF05063.17,MT-A70,orf100,3.5e-29,MT-A70,13672,13174,-,MT836027_II_9677,.domtblout
MT836027,PF12959.10,DUF3848,orf104,4.5e-07,Protein of unknown function (DUF3848),13028,12887,-,MT836027_II_9677,.domtblout
MT836027,PF12959.10,DUF3848,orf104,4.5e-07,Protein of unknown function (DUF3848),12794,12578,-,MT836027_II_9677,.domtblout
MT836027,PF20469.1,OLD-like_TOPRIM,orf104,0.0054,"Overcoming lysogenization defect protein-like, TOPRIM domain",13145,12989,-,MT836027_II_9677,.domtblout
MT836027,PF12666.10,PrgI,orf109,3.1e-28,PrgI family protein,12341,12071,-,MT836027_II_9677,.domtblout
MT836027,PF18362.4,THB,orf112,0.0055,Tri-helix bundle domain,11720,11690,-,MT836027_II_9677,.domtblout
MT836027,PF12846.10,AAA_10,orf127,2.3e-07,AAA-like domain,10609,9799,-,MT836027_II_9677,.domtblout
MT836027,PF19044.3,P-loop_TraG,orf127,5.400000000000001e-06,TraG P-loop domain,10612,9796,-,MT836027_II_9677,.domtblout
MT836027,PF01935.20,DUF87,orf127,2.8000000000000003e-05,"Helicase HerA, central domain",12010,11929,-,MT836027_II_9677,.domtblout
MT836027,PF00078.30,RVT_1,orf146,1.1e-42,Reverse transcriptase (RNA-dependent DNA polymerase),8701,7984,-,MT836027_II_9677,.domtblout
MT836027,PF01844.26,HNH,orf146,0.0023,HNH endonuclease,7363,7291,-,MT836027_II_9677,.domtblout
MT836027,PF02954.22,HTH_8,orf150,0.0052,"Bacterial regulatory protein, Fis family",6968,6899,-,MT836027_II_9677,.domtblout
MT836027,PF01551.25,Peptidase_M23,orf167,3e-27,Peptidase family M23,4829,4535,-,MT836027_II_9677,.domtblout
MT836027,PF13533.9,Biotin_lipoyl_2,orf167,0.00065,Biotin-lipoyl like,4664,4610,-,MT836027_II_9677,.domtblout
MT836071,PF14284.9,PcfJ,orf10,1.1999999999999999e-43,PcfJ-like protein,15486,15942,+,MT836071_II_19618,.domtblout
MT836071,PF01155.22,HypA,orf10,0.0025,"Hydrogenase/urease nickel incorporation, metallochaperone, hypA",14844,14940,+,MT836071_II_19618,.domtblout
MT836071,PF01155.22,HypA,orf10,0.0025,"Hydrogenase/urease nickel incorporation, metallochaperone, hypA",15816,15891,+,MT836071_II_19618,.domtblout
MT836071,PF01832.23,Glucosaminidase,orf119,3e-22,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,24598,24208,-,MT836071_II_19618,.domtblout
MT836071,PF01551.25,Peptidase_M23,orf119,1.3999999999999999e-18,Peptidase family M23,24019,23707,-,MT836071_II_19618,.domtblout
MT836071,PF00436.28,SSB,orf127,3.5e-07,Single-strand binding protein family,22807,22603,-,MT836071_II_19618,.domtblout
MT836071,PF00436.28,SSB,orf127,3.5e-07,Single-strand binding protein family,22495,22297,-,MT836071_II_19618,.domtblout
MT836071,PF08401.14,ArdcN,orf130,2.2999999999999998e-11,N-terminal domain of anti-restriction factor ArdC,22157,22016,-,MT836071_II_19618,.domtblout
MT836071,PF00078.30,RVT_1,orf142,2.3999999999999995e-39,Reverse transcriptase (RNA-dependent DNA polymerase),21183,20358,-,MT836071_II_19618,.domtblout
MT836071,PF01348.24,Intron_maturas2,orf142,1.9e-14,Type II intron maturase,21477,21393,-,MT836071_II_19618,.domtblout
MT836071,PF01348.24,Intron_maturas2,orf142,1.9e-14,Type II intron maturase,21156,21066,-,MT836071_II_19618,.domtblout
MT836071,PF18818.4,MPTase-PolyVal,orf156,7.6e-30,Zincin-like metallopeptidase,19085,18773,-,MT836071_II_19618,.domtblout
MT836071,PF08401.14,ArdcN,orf156,7.9e-08,N-terminal domain of anti-restriction factor ArdC,19523,19247,-,MT836071_II_19618,.domtblout
MT836071,PF08401.14,ArdcN,orf156,7.9e-08,N-terminal domain of anti-restriction factor ArdC,18716,18671,-,MT836071_II_19618,.domtblout
MT836071,PF12593.11,McyA_C,orf161,0.004,Microcystin synthetase C terminal,17853,17787,-,MT836071_II_19618,.domtblout
MT836071,PF14058.9,PcfK,orf2,3.2e-09,PcfK-like protein,14569,14722,+,MT836071_II_19618,.domtblout
MT836320,PF00462.27,Glutaredoxin,orf11,0.00011999999999999999,Glutaredoxin,6607,6703,+,MT836320_II_10590,.domtblout
MT836320,PF00462.27,Glutaredoxin,orf11,0.00011999999999999999,Glutaredoxin,6832,6880,+,MT836320_II_10590,.domtblout
MT836320,PF03960.18,ArsC,orf11,0.00037999999999999997,ArsC family,6811,6928,+,MT836320_II_10590,.domtblout
MT836320,PF10263.12,SprT-like,orf17,0.0023,SprT-like family,7049,7358,+,MT836320_II_10590,.domtblout
MT836320,PF00144.27,Beta-lactamase,orf24,6.7e-25,Beta-lactamase,7799,8558,+,MT836320_II_10590,.domtblout
MT836320,PF03960.18,ArsC,orf28,1.2e-13,ArsC family,8841,9156,+,MT836320_II_10590,.domtblout
MT836320,PF00462.27,Glutaredoxin,orf28,2.3e-05,Glutaredoxin,8841,8970,+,MT836320_II_10590,.domtblout
MT836320,PF00462.27,Glutaredoxin,orf28,2.3e-05,Glutaredoxin,8982,9030,+,MT836320_II_10590,.domtblout
MT836320,PF02133.18,Transp_cyt_pur,orf34,7.5e-17,"Permease for cytosine/purines, uracil, thiamine, allantoin",9295,10297,+,MT836320_II_10590,.domtblout
MT836320,PF13817.9,DDE_Tnp_IS66_C,orf45,6.1e-10,IS66 C-terminal element,10990,10873,-,MT836320_II_10590,.domtblout
MT836320,PF13817.9,DDE_Tnp_IS66_C,orf45,6.1e-10,IS66 C-terminal element,10867,10852,-,MT836320_II_10590,.domtblout
MT836320,PF03050.17,DDE_Tnp_IS66,orf45,1e-09,Transposase IS66 family,11101,11011,-,MT836320_II_10590,.domtblout
MT836602,PF13595.9,DUF4138,orf11,8.3e-57,Domain of unknown function (DUF4138),523,1249,+,MT836602_II_3247,.domtblout
MT836602,PF07603.14,DUF1566,orf20,0.0003,Protein of unknown function (DUF1566),2208,2433,+,MT836602_II_3247,.domtblout
MT836602,PF14293.9,YWFCY,orf26,1.6e-06,YWFCY protein,2593,2923,+,MT836602_II_3247,.domtblout
MT836602,PF07074.15,TRAP-gamma,orf26,0.0098,"Translocon-associated protein, gamma subunit (TRAP-gamma)",2746,2950,+,MT836602_II_3247,.domtblout
MT836602,PF12508.11,Transposon_TraM,orf3,1.4e-35,"Conjugative transposon, TraM",7,358,+,MT836602_II_3247,.domtblout
MT836602,PF03743.17,TrbI,orf3,0.0007700000000000001,Bacterial conjugation TrbI-like protein,10,334,+,MT836602_II_3247,.domtblout
MT836602,PF00078.30,RVT_1,orf43,5.4e-43,Reverse transcriptase (RNA-dependent DNA polymerase),4161,4809,+,MT836602_II_3247,.domtblout
MT836602,PF13655.9,RVT_N,orf43,2.5000000000000002e-30,N-terminal domain of reverse transcriptase,3873,4116,+,MT836602_II_3247,.domtblout
MT836602,PF13655.9,RVT_N,orf43,2.5000000000000002e-30,N-terminal domain of reverse transcriptase,4857,4893,+,MT836602_II_3247,.domtblout
MT836602,PF02534.17,T4SS-DNA_transf,orf56,2.2e-13,Type IV secretory system Conjugative DNA transfer,5657,6692,+,MT836602_II_3247,.domtblout
MT836602,PF12696.10,TraG-D_C,orf56,1.3999999999999999e-12,TraM recognition site of TraD and TraG,6392,6740,+,MT836602_II_3247,.domtblout
MT836602,PF10412.12,TrwB_AAD_bind,orf56,1.6e-08,Type IV secretion-system coupling protein DNA-binding domain,5798,5912,+,MT836602_II_3247,.domtblout
MT836602,PF04371.18,PAD_porph,orf70,1.5e-15,Porphyromonas-type peptidyl-arginine deiminase,8378,8192,-,MT836602_II_3247,.domtblout
MT836602,PF07603.14,DUF1566,orf16,0.0003,Protein of unknown function (DUF1566),2208,2433,+,MT836602_II_5501,.domtblout
MT836602,PF14293.9,YWFCY,orf22,1.6e-06,YWFCY protein,2593,2923,+,MT836602_II_5501,.domtblout
MT836602,PF07074.15,TRAP-gamma,orf22,0.0098,"Translocon-associated protein, gamma subunit (TRAP-gamma)",2746,2950,+,MT836602_II_5501,.domtblout
MT836602,PF00078.30,RVT_1,orf39,5.4e-43,Reverse transcriptase (RNA-dependent DNA polymerase),4161,4809,+,MT836602_II_5501,.domtblout
MT836602,PF13655.9,RVT_N,orf39,2.5000000000000002e-30,N-terminal domain of reverse transcriptase,3873,4116,+,MT836602_II_5501,.domtblout
MT836602,PF13655.9,RVT_N,orf39,2.5000000000000002e-30,N-terminal domain of reverse transcriptase,4857,4893,+,MT836602_II_5501,.domtblout
MT836602,PF02534.17,T4SS-DNA_transf,orf52,2.2e-13,Type IV secretory system Conjugative DNA transfer,5657,6692,+,MT836602_II_5501,.domtblout
MT836602,PF12696.10,TraG-D_C,orf52,1.3999999999999999e-12,TraM recognition site of TraD and TraG,6392,6740,+,MT836602_II_5501,.domtblout
MT836602,PF10412.12,TrwB_AAD_bind,orf52,1.6e-08,Type IV secretion-system coupling protein DNA-binding domain,5798,5912,+,MT836602_II_5501,.domtblout
MT836602,PF13595.9,DUF4138,orf7,5.5e-57,Domain of unknown function (DUF4138),523,1249,+,MT836602_II_5501,.domtblout
MT836602,PF04371.18,PAD_porph,orf99,2.6e-25,Porphyromonas-type peptidyl-arginine deiminase,8918,8192,-,MT836602_II_5501,.domtblout
MT836950,PF07715.18,Plug,orf20,1.5e-16,TonB-dependent Receptor Plug Domain,5121,5433,+,MT836950_II_9901,.domtblout
MT836950,PF13715.9,CarbopepD_reg_2,orf20,2.5e-08,CarboxypepD_reg-like domain,4911,5094,+,MT836950_II_9901,.domtblout
MT836950,PF13715.9,CarbopepD_reg_2,orf20,2.5e-08,CarboxypepD_reg-like domain,6720,6783,+,MT836950_II_9901,.domtblout
MT836950,PF14298.9,DUF4374,orf32,7.1e-21,Domain of unknown function (DUF4374),7219,7615,+,MT836950_II_9901,.domtblout
MT836950,PF14298.9,DUF4374,orf32,7.1e-21,Domain of unknown function (DUF4374),8083,8479,+,MT836950_II_9901,.domtblout
MT836950,PF03929.19,PepSY_TM,orf43,5.9e-66,PepSY-associated TM region,8568,9633,+,MT836950_II_9901,.domtblout
MT836950,PF01292.23,Ni_hydr_CYTB,orf43,0.0002,Prokaryotic cytochrome b561,8568,8640,+,MT836950_II_9901,.domtblout
MT836950,PF01292.23,Ni_hydr_CYTB,orf43,0.0002,Prokaryotic cytochrome b561,8901,9162,+,MT836950_II_9901,.domtblout
MT836950,PF13568.9,OMP_b-brl_2,orf57,0.0093,Outer membrane protein beta-barrel domain,10779,10875,+,MT836950_II_9901,.domtblout
MT836950,PF13568.9,OMP_b-brl_2,orf60,1e-09,Outer membrane protein beta-barrel domain,10865,11195,+,MT836950_II_9901,.domtblout
MT836950,PF13505.9,OMP_b-brl,orf60,0.0061,Outer membrane protein beta-barrel domain,10877,11102,+,MT836950_II_9901,.domtblout
MT837010,PF01258.20,zf-dskA_traR,orf115,0.0095,Prokaryotic dksA/traR C4-type zinc finger,9600,9525,-,MT837010_II_5876,.domtblout
MT837010,PF09479.13,Flg_new,orf123,7.200000000000001e-20,Listeria-Bacteroides repeat domain (List_Bact_rpt),10634,10574,-,MT837010_II_5876,.domtblout
MT837010,PF09479.13,Flg_new,orf123,7.200000000000001e-20,Listeria-Bacteroides repeat domain (List_Bact_rpt),10460,10400,-,MT837010_II_5876,.domtblout
MT837010,PF09479.13,Flg_new,orf123,7.200000000000001e-20,Listeria-Bacteroides repeat domain (List_Bact_rpt),9656,9431,-,MT837010_II_5876,.domtblout
MT837010,PF03432.17,Relaxase,orf145,8.4e-29,Relaxase/Mobilisation nuclease domain,5610,5271,-,MT837010_II_5876,.domtblout
MT837010,PF13443.9,HTH_26,orf156,8.7e-17,Cro/C1-type HTH DNA-binding domain,3477,3300,-,MT837010_II_5876,.domtblout
MT837010,PF12161.11,HsdM_N,orf159,1e-12,HsdM N-terminal domain,3230,3050,-,MT837010_II_5876,.domtblout
MT837010,PF00078.30,RVT_1,orf166,1.2999999999999999e-11,Reverse transcriptase (RNA-dependent DNA polymerase),2291,2180,-,MT837010_II_5876,.domtblout
MT837010,PF00078.30,RVT_1,orf166,1.2999999999999999e-11,Reverse transcriptase (RNA-dependent DNA polymerase),1988,1667,-,MT837010_II_5876,.domtblout
MT837010,PF04326.17,AlbA_2,orf170,1.3e-08,Putative DNA-binding domain,862,724,-,MT837010_II_5876,.domtblout
MW248466,PF10881.11,DUF2726,orf15,0.0017,Protein of unknown function (DUF2726),111946,112033,+,MW248466_II_112621,.domtblout
MW248466,PF10881.11,DUF2726,orf15,0.0017,Protein of unknown function (DUF2726),112429,112606,+,MW248466_II_112621,.domtblout
MW248466,PF16744.8,zf-RING_15,orf70,0.0055,KIAA1045 RING finger,113646,113601,-,MW248466_II_112621,.domtblout
MW749003,PF14311.9,DUF4379,orf101,1.4e-08,Probable Zinc-ribbon domain,24656,24566,-,MW749003_II_25103,.domtblout
MW749003,PF14311.9,DUF4379,orf101,1.4e-08,Probable Zinc-ribbon domain,24452,24365,-,MW749003_II_25103,.domtblout
MW749003,PF14311.9,DUF4379,orf101,1.4e-08,Probable Zinc-ribbon domain,24239,24176,-,MW749003_II_25103,.domtblout
MW749003,PF13719.9,zinc_ribbon_5,orf125,0.00022,zinc-ribbon domain,20500,20446,-,MW749003_II_25103,.domtblout
MW749003,PF13719.9,zinc_ribbon_5,orf125,0.00022,zinc-ribbon domain,20431,20407,-,MW749003_II_25103,.domtblout
MW749003,PF13248.9,zf-ribbon_3,orf125,0.0041,zinc-ribbon domain,20503,20467,-,MW749003_II_25103,.domtblout
MW749003,PF00005.30,ABC_tran,orf126,1.4e-06,ABC transporter,20212,20065,-,MW749003_II_25103,.domtblout
MW749003,PF13476.9,AAA_23,orf126,9.2e-06,AAA domain,20245,20128,-,MW749003_II_25103,.domtblout
MW749003,PF13175.9,AAA_15,orf126,4.5e-05,AAA ATPase domain,20218,20128,-,MW749003_II_25103,.domtblout
MW749003,PF19655.2,DUF6158,orf24,0.0031,Family of unknown function (DUF6158),22998,23103,+,MW749003_II_25103,.domtblout
MW749003,PF20286.1,divDNApol,orf79,4.9000000000000003e-32,Divergent Family B DNA polymerase,29714,28802,-,MW749003_II_25103,.domtblout
MW749003,PF08281.15,Sigma70_r4_2,orf85,0.0038,"Sigma-70, region 4",27560,27485,-,MW749003_II_25103,.domtblout
MW749003,PF01763.19,Herpes_UL6,orf86,0.0028,Herpesvirus UL6 like,27073,26917,-,MW749003_II_25103,.domtblout
MW749003,PF04997.15,RNA_pol_Rpb1_1,orf89,0.0002,"RNA polymerase Rpb1, domain 1",26746,26644,-,MW749003_II_25103,.domtblout
MW749003,PF04997.15,RNA_pol_Rpb1_1,orf89,0.0002,"RNA polymerase Rpb1, domain 1",26338,26104,-,MW749003_II_25103,.domtblout
MW749003,PF14311.9,DUF4379,orf103,1.4e-08,Probable Zinc-ribbon domain,24656,24566,-,MW749003_II_25559,.domtblout
MW749003,PF14311.9,DUF4379,orf103,1.4e-08,Probable Zinc-ribbon domain,24452,24365,-,MW749003_II_25559,.domtblout
MW749003,PF14311.9,DUF4379,orf103,1.4e-08,Probable Zinc-ribbon domain,24239,24176,-,MW749003_II_25559,.domtblout
MW749003,PF13719.9,zinc_ribbon_5,orf127,0.00021,zinc-ribbon domain,20500,20446,-,MW749003_II_25559,.domtblout
MW749003,PF13719.9,zinc_ribbon_5,orf127,0.00021,zinc-ribbon domain,20431,20407,-,MW749003_II_25559,.domtblout
MW749003,PF13248.9,zf-ribbon_3,orf127,0.0032,zinc-ribbon domain,20503,20467,-,MW749003_II_25559,.domtblout
MW749003,PF19655.2,DUF6158,orf21,0.0031,Family of unknown function (DUF6158),22998,23103,+,MW749003_II_25559,.domtblout
MW749003,PF20286.1,divDNApol,orf81,8.1e-42,Divergent Family B DNA polymerase,30461,30083,-,MW749003_II_25559,.domtblout
MW749003,PF20286.1,divDNApol,orf81,8.1e-42,Divergent Family B DNA polymerase,29714,28802,-,MW749003_II_25559,.domtblout
MW749003,PF00136.24,DNA_pol_B,orf81,2.3e-18,DNA polymerase family B,30443,30128,-,MW749003_II_25559,.domtblout
MW749003,PF08281.15,Sigma70_r4_2,orf87,0.0038,"Sigma-70, region 4",27560,27485,-,MW749003_II_25559,.domtblout
MW749003,PF01763.19,Herpes_UL6,orf88,0.0028,Herpesvirus UL6 like,27073,26917,-,MW749003_II_25559,.domtblout
MW749003,PF04997.15,RNA_pol_Rpb1_1,orf91,0.0002,"RNA polymerase Rpb1, domain 1",26746,26644,-,MW749003_II_25559,.domtblout
MW749003,PF04997.15,RNA_pol_Rpb1_1,orf91,0.0002,"RNA polymerase Rpb1, domain 1",26338,26104,-,MW749003_II_25559,.domtblout
MZ333456,PF18013.4,Phage_lysozyme2,orf21,3.6000000000000003e-29,Phage tail lysozyme,16326,16776,+,MZ333456_II_16983,.domtblout
MZ333456,PF06605.14,Prophage_tail,orf21,1.3999999999999998e-10,Prophage endopeptidase tail,14940,15516,+,MZ333456_II_16983,.domtblout
MZ333456,PF18994.3,Prophage_tailD1,orf21,0.00018,Prophage endopeptidase tail N-terminal domain,14502,14715,+,MZ333456_II_16983,.domtblout
MZ333456,PF05257.19,CHAP,orf23,4.7000000000000004e-08,CHAP domain,17090,17303,+,MZ333456_II_16983,.domtblout
MZ333456,PF10651.12,BppU_N,orf26,2.4e-34,BppU N-terminal domain,17414,17825,+,MZ333456_II_16983,.domtblout
MZ333456,PF04048.17,Sec8_exocyst,orf32,0.00027,Sec8 exocyst complex component specific domain,19592,19859,+,MZ333456_II_16983,.domtblout
MZ333456,PF09693.13,Phage_XkdX,orf34,7.3e-17,Phage uncharacterised protein (Phage_XkdX),19885,19999,+,MZ333456_II_16983,.domtblout
MZ333456,PF10779.12,XhlA,orf35,7.599999999999999e-24,Haemolysin XhlA,20069,20255,+,MZ333456_II_16983,.domtblout
